,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
0,Total Geo,7477961,2966930,1353514,1613416,3948246,2022459,1925787,562785,318295,244490
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,84285,68611,29341,39270,13925,8761,5164,1749,687,1062
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,45602,23479,11139,12340,19425,10529,8896,2698,1453,1245
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,66804,46361,21888,24473,16100,9630,6470,4343,2131,2212
4,Madison & Cortland Counties PUMA,58247,15546,7285,8261,39285,20023,19262,3416,2133,1283
5,Ontario & Yates Counties PUMA,66107,22697,10116,12581,38434,19391,19043,4976,3076,1900
6,Monroe County (Central)--Greece & Gates Towns PUMA,62760,18559,7855,10704,41511,21532,19979,2690,1483,1207
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,35588,18877,8340,10537,15317,8433,6884,1394,565,829
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",89019,15405,6563,8842,63389,34983,28406,10225,7024,3201
9,NYC-Manhattan Community District 8--Upper East Side PUMA,91383,75304,32849,42455,15606,8117,7489,473,397,76
10,Suffolk County (Southwest)--Islip Town (South) PUMA,49563,19704,8797,10907,27974,14749,13225,1885,1441,444
11,Erie County (Northwest) PUMA,51652,19331,8637,10694,30441,14446,15995,1880,1199,681
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",31424,17239,8525,8714,12296,5257,7039,1889,636,1253
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,39337,7388,3159,4229,26225,12310,13915,5724,1686,4038
14,Rockland County (North)--New City & Congers PUMA,37738,16778,7718,9060,18179,8851,9328,2781,1487,1294
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",54132,12582,5131,7451,37609,19885,17724,3941,1833,2108
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,29317,16462,7346,9116,8683,4930,3753,4172,2827,1345
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,28986,11440,4029,7411,15535,8364,7171,2011,952,1059
18,Tompkins County PUMA,41921,22577,11136,11441,17896,8400,9496,1448,1120,328
19,Dutchess County (Southwest) PUMA,73299,23380,10043,13337,44976,23639,21337,4943,2518,2425
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,32752,11851,5059,6792,18446,9159,9287,2455,1702,753
21,Westchester County (Northwest) PUMA,55344,28995,13623,15372,23472,13112,10360,2877,2000,877
22,Albany County (Outside Albany City) PUMA,93607,37270,18790,18480,51963,24023,27940,4374,3132,1242
23,Monroe County (South) PUMA,74480,42393,20149,22244,29345,15358,13987,2742,1831,911
24,Jefferson & Lewis Counties PUMA,68224,13705,5912,7793,47900,25565,22335,6619,4581,2038
25,"Chenango, Delaware & Broome (East) Counties PUMA",53596,10793,4273,6520,37914,19810,18104,4889,3106,1783
26,Erie County (Central) PUMA,77920,20219,8070,12149,54915,27286,27629,2786,1646,1140
27,St. Lawrence County PUMA,52537,12811,6687,6124,34921,17741,17180,4805,2992,1813
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",37669,23657,11991,11666,10908,4418,6490,3104,1485,1619
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,47278,22361,10375,11986,23570,12731,10839,1347,697,650
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,67538,38229,19733,18496,25002,13539,11463,4307,2786,1521
31,Cayuga & Onondaga (South) Counties PUMA,58537,17078,6882,10196,36817,20486,16331,4642,3087,1555
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,52609,23870,10738,13132,28336,16250,12086,403,181,222
33,Fulton & Montgomery Counties PUMA,53061,8775,3632,5143,37199,19770,17429,7087,3316,3771
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,79159,33979,16261,17718,42806,20556,22250,2374,1094,1280
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,48481,15780,6647,9133,28661,15389,13272,4040,2197,1843
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,53629,8792,3539,5253,39979,20423,19556,4858,2160,2698
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,53004,17987,9133,8854,32686,17122,15564,2331,1845,486
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",31278,5544,1992,3552,18171,8530,9641,7563,4323,3240
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,11603,4161,2216,1945,5460,2546,2914,1982,943,1039
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",61313,50182,24091,26091,9282,4899,4383,1849,811,1038
41,Suffolk County (Central)--Islip Town (East) PUMA,48865,20182,8910,11272,27502,13659,13843,1181,813,368
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",28216,12407,6024,6383,13233,5573,7660,2576,1809,767
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",39742,17636,8198,9438,20185,11249,8936,1921,1160,761
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,21805,9804,6175,3629,9576,4539,5037,2425,1640,785
45,Saratoga County (Outer) PUMA,60525,21326,9631,11695,37309,18904,18405,1890,1473,417
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",33046,7571,3156,4415,21470,9190,12280,4005,2225,1780
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",25728,10690,4674,6016,13546,6820,6726,1492,750,742
48,Wayne & Seneca Counties PUMA,64705,12992,5820,7172,45839,22971,22868,5874,3346,2528
49,Schenectady County--Schenectady City PUMA,70099,25162,11725,13437,40105,20345,19760,4832,3350,1482
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,34068,20021,9347,10674,12398,7546,4852,1649,887,762
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,35054,26154,12456,13698,8517,4508,4009,383,285,98
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,44551,15117,6879,8238,27335,14900,12435,2099,1315,784
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",79709,66010,38512,27498,11788,7052,4736,1911,762,1149
54,Columbia & Greene Counties PUMA,53725,15463,6716,8747,34190,17385,16805,4072,2882,1190
55,Rensselaer County--Troy City PUMA,81455,24979,10476,14503,51350,25666,25684,5126,3384,1742
56,Erie County (West Central)--Buffalo City (West) PUMA,53428,21058,10368,10690,27313,14511,12802,5057,2922,2135
57,Erie County (South) PUMA,91130,31175,14257,16918,56074,30290,25784,3881,2442,1439
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,71690,19138,9177,9961,45482,23575,21907,7070,4413,2657
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",66170,36024,16739,19285,23693,12821,10872,6453,2951,3502
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,21164,6764,2415,4349,9367,4398,4969,5033,3274,1759
61,NYC-Manhattan Community District 10--Central Harlem PUMA,57756,23625,10047,13578,27171,12366,14805,6960,3479,3481
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,36909,20368,9458,10910,15718,8312,7406,823,270,553
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,39857,5954,2821,3133,26134,11597,14537,7769,4733,3036
64,Albany County (East Central)--Albany City PUMA,45027,15584,7623,7961,24572,12173,12399,4871,3286,1585
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,34166,17409,9149,8260,15980,9346,6634,777,387,390
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,51631,13754,5231,8523,33782,17441,16341,4095,3037,1058
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",48846,6376,2389,3987,28161,10975,17186,14309,7018,7291
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",29350,5475,1702,3773,16241,7294,8947,7634,4673,2961
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",32646,15576,7294,8282,13913,6552,7361,3157,1613,1544
70,Erie County (Northeast) PUMA,55295,23799,10632,13167,29637,15644,13993,1859,1532,327
71,NYC-Manhattan Community District 11--East Harlem PUMA,49319,18623,8270,10353,21939,9267,12672,8757,3434,5323
72,Orange County (Southeast) PUMA,51593,18652,9100,9552,29747,16476,13271,3194,1531,1663
73,Westchester County (Southeast) PUMA,36261,24894,11805,13089,10275,5207,5068,1092,954,138
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,59242,37220,19416,17804,18740,9521,9219,3282,1467,1815
75,Livingston & Wyoming Counties PUMA,53809,10117,4164,5953,37834,21040,16794,5858,4018,1840
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,59564,16479,6507,9972,40682,22150,18532,2403,1482,921
77,Westchester County (Southwest)--Yonkers City PUMA,61760,24695,9700,14995,30827,15108,15719,6238,2406,3832
78,Erie County (North Central) PUMA,50781,30149,14300,15849,20111,9202,10909,521,170,351
79,Saratoga County (South & Central) PUMA,55283,25024,11637,13387,28091,14571,13520,2168,1020,1148
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,56948,16033,5823,10210,35559,17421,18138,5356,2898,2458
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",71538,24372,11150,13222,45191,20722,24469,1975,1396,579
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,58362,13572,5698,7874,39670,20885,18785,5120,3006,2114
83,Niagara County (North & East) PUMA,55122,14201,6012,8189,37014,19328,17686,3907,1856,2051
84,Monroe County (Central)--Rochester City (East) PUMA,49883,13133,6077,7056,29564,13307,16257,7186,4212,2974
85,Warren & Washington Counties PUMA,65673,14956,5177,9779,44912,24472,20440,5805,4370,1435
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,38943,22432,10115,12317,15907,7929,7978,604,264,340
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,51135,25487,11710,13777,21783,9609,12174,3865,1861,2004
88,Onondaga County (Central)--Syracuse City PUMA,58333,18174,8793,9381,31159,15566,15593,9000,4115,4885
89,Westchester County (Central)--White Plains City PUMA,61556,43261,19506,23755,17143,9716,7427,1152,599,553
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,57039,18648,8224,10424,31123,15815,15308,7268,3974,3294
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",47083,5189,1651,3538,26948,13454,13494,14946,8086,6860
92,Cattaraugus & Allegany Counties PUMA,59806,11069,4709,6360,41874,21250,20624,6863,3589,3274
93,Oswego County PUMA,61451,9174,4147,5027,45103,22587,22516,7174,4387,2787
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",49198,14821,7096,7725,30289,16182,14107,4088,1360,2728
95,Monroe County (East) PUMA,63482,28658,13243,15415,32027,15648,16379,2797,1713,1084
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,60096,32041,13615,18426,23456,11444,12012,4599,2823,1776
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",36886,13393,6961,6432,19385,8430,10955,4108,1634,2474
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",40164,11654,6986,4668,21775,11067,10708,6735,4328,2407
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",47587,14899,6677,8222,28963,16271,12692,3725,1863,1862
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",27593,15683,7253,8430,11063,6581,4482,847,809,38
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",67125,61207,26585,34622,5461,4064,1397,457,322,135
102,Chautauqua County PUMA,64284,13813,6253,7560,43895,22103,21792,6576,3918,2658
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,50405,18278,6669,11609,28872,13669,15203,3255,1855,1400
104,Erie County (West Central)--Buffalo City (East) PUMA,66448,10753,4522,6231,45599,22418,23181,10096,3807,6289
105,Genesee & Orleans Counties PUMA,51793,10755,4683,6072,36702,19948,16754,4336,2483,1853
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",58067,20101,8541,11560,32415,16045,16370,5551,2621,2930
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",51865,12074,4838,7236,35673,19129,16544,4118,1924,2194
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,40659,20529,8829,11700,19417,11246,8171,713,364,349
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",50143,9486,3342,6144,30315,13741,16574,10342,5005,5337
110,Suffolk County (East) PUMA,55280,21488,9901,11587,31506,16798,14708,2286,1970,316
111,Orange County (Northwest) PUMA,58287,16335,6531,9804,36234,19478,16756,5718,2920,2798
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,52291,15755,7716,8039,32428,15697,16731,4108,2014,2094
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",43086,11587,4138,7449,24526,12093,12433,6973,3841,3132
114,Suffolk County (Northwest)--Smithtown Town PUMA,54764,27937,12849,15088,26391,14265,12126,436,231,205
115,Ulster County (East) PUMA,73493,23584,10344,13240,46132,23575,22557,3777,2365,1412
116,Westchester County (Northeast) PUMA,59076,39093,18554,20539,18301,9004,9297,1682,472,1210
117,NYC-Brooklyn Community District 4--Bushwick PUMA,45842,17370,8897,8473,21776,13713,8063,6696,3973,2723
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,61292,36245,19824,16421,20646,11818,8828,4401,2164,2237
119,Dutchess County (North & East) PUMA,59606,23158,10599,12559,32010,17383,14627,4438,2786,1652
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,35751,11823,4339,7484,21735,9776,11959,2193,1092,1101
121,Broome (Outer West) & Tioga Counties PUMA,53677,13953,6511,7442,35465,18635,16830,4259,2254,2005
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",38440,17623,8398,9225,20267,11373,8894,550,323,227
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",26354,6727,2085,4642,16702,8328,8374,2925,2058,867
124,Orange County (Northeast)--Greater Newburgh City PUMA,55615,16632,7422,9210,35608,17638,17970,3375,1626,1749
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",73383,65001,32042,32959,7553,4892,2661,829,741,88
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,28703,20012,9568,10444,7942,4917,3025,749,380,369
127,Onondaga County (North) PUMA,63777,25730,11858,13872,35562,17604,17958,2485,1765,720
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,43810,28005,13261,14744,14672,7577,7095,1133,563,570
129,Monroe County (North & West) PUMA,52209,19795,8977,10818,30402,14451,15951,2012,1404,608
130,Sullivan & Ulster (West) Counties PUMA,50640,13987,5307,8680,31386,18147,13239,5267,2788,2479
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,43508,15927,6052,9875,25254,13220,12034,2327,1268,1059
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,41970,25518,11647,13871,15764,8029,7735,688,362,326
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",62581,14892,5109,9783,41076,19861,21215,6613,4511,2102
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",55912,17866,7383,10483,34449,18082,16367,3597,2344,1253
135,Monroe County (Central)--Rochester City (West) PUMA,46371,7943,3974,3969,30102,13150,16952,8326,4597,3729
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,31640,10140,4368,5772,19567,10687,8880,1933,1267,666
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,33664,5380,1949,3431,23286,10729,12557,4998,3167,1831
138,Putnam County PUMA,48924,19998,8457,11541,26876,14795,12081,2050,1496,554
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,34038,18694,8975,9719,13292,7251,6041,2052,1289,763
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,47474,27790,12219,15571,18970,11009,7961,714,456,258
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,44852,23330,11304,12026,20083,9617,10466,1439,533,906
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",28817,5703,1730,3973,15806,6990,8816,7308,4002,3306
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,46683,18623,8993,9630,26321,12565,13756,1739,1363,376
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,41330,21333,9280,12053,18428,10338,8090,1569,1040,529
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",31401,10509,5478,5031,17085,7840,9245,3807,2272,1535
146,Capital Region,525394,179764,81775,97989,312492,157539,154953,33138,22897,10241
147,Central NY,379504,119681,55226,64455,230732,116822,113910,29091,16581,12510
148,Finger Lakes,585599,187042,85058,101984,351760,176796,174964,46797,28163,18634
149,Long Island,1127059,506802,229162,277640,577907,302870,275037,42350,25265,17085
150,Mid-Hudson,913129,393615,176200,217415,461974,242786,219188,57540,31366,26174
151,Mohawk Valley,237245,54067,23638,30429,159960,84115,75845,23218,12568,10650
152,New York City,2515775,1190773,552289,638484,1087201,547229,539972,237801,128162,109639
153,North Country,209780,41921,19162,22759,146210,78289,67921,21649,14597,7052
154,Southern Tier,304981,88906,39705,49201,193158,99112,94046,22917,13455,9462
155,Western NY,679495,204359,91299,113060,426852,216901,209951,48284,25241,23043
