,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
0,Total Geo,7435330,2994614,1358791,1635823,3874362,1986891,1887471,566354,321422,244932
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,49737,19040,7974,11066,29223,15011,14212,1474,953,521
2,"Chenango, Delaware & Broome (East) Counties PUMA",50032,10902,5294,5608,32916,15822,17094,6214,3708,2506
3,Cayuga & Onondaga (South) Counties PUMA,57690,16446,7170,9276,35622,18651,16971,5622,3982,1640
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,44715,7140,1639,5501,30625,14108,16517,6950,2725,4225
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",62217,20422,8699,11723,34910,19523,15387,6885,3367,3518
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",56148,20265,10982,9283,31939,16425,15514,3944,2073,1871
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",50396,12325,5227,7098,34075,17514,16561,3996,2363,1633
8,Erie County (Northwest) PUMA,56170,21532,9234,12298,33408,16563,16845,1230,433,797
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,82951,65904,30533,35371,14733,7571,7162,2314,1888,426
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",64301,55688,25199,30489,7997,5347,2650,616,401,215
11,Saratoga County (South & Central) PUMA,51956,26814,12265,14549,23717,13671,10046,1425,946,479
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,43748,23158,10715,12443,19747,8835,10912,843,658,185
13,Columbia & Greene Counties PUMA,52273,12296,5246,7050,32760,17122,15638,7217,4312,2905
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,45820,16774,7557,9217,27744,13639,14105,1302,1036,266
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,41874,28463,13489,14974,12702,7740,4962,709,346,363
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,49629,20154,8673,11481,26593,13786,12807,2882,1495,1387
17,Putnam County PUMA,47143,23008,10211,12797,22980,11843,11137,1155,942,213
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,33775,24557,11315,13242,7985,4908,3077,1233,643,590
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,25053,11854,6955,4899,10039,5230,4809,3160,2004,1156
20,Rockland County (North)--New City & Congers PUMA,35225,17764,7486,10278,15464,8671,6793,1997,1294,703
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",43063,5558,1609,3949,27780,14032,13748,9725,4988,4737
22,Orange County (Northwest) PUMA,51027,12711,5060,7651,34168,18302,15866,4148,2242,1906
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,72017,49404,23681,25723,18211,9440,8771,4402,1616,2786
24,Dutchess County (Southwest) PUMA,75333,25583,12115,13468,44646,23278,21368,5104,2915,2189
25,Westchester County (Northwest) PUMA,56569,31097,13590,17507,22931,11725,11206,2541,2126,415
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,50164,24995,11833,13162,24500,12154,12346,669,421,248
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,62387,32354,13636,18718,26232,13147,13085,3801,2075,1726
28,Saratoga County (Outer) PUMA,63379,20352,8779,11573,38073,19134,18939,4954,3460,1494
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,29027,9667,4066,5601,14842,8342,6500,4518,2261,2257
30,Erie County (South) PUMA,87107,31221,13344,17877,54098,28458,25640,1788,1349,439
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",57830,14139,4962,9177,38805,19573,19232,4886,3079,1807
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,75094,42422,21080,21342,25259,12532,12727,7413,4156,3257
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,59603,17719,7304,10415,40250,20729,19521,1634,900,734
34,St. Lawrence County PUMA,51363,12599,4885,7714,33668,18280,15388,5096,3465,1631
35,Genesee & Orleans Counties PUMA,52106,11313,4057,7256,37215,20037,17178,3578,2025,1553
36,Monroe County (Central)--Rochester City (West) PUMA,45269,9024,4500,4524,28485,12900,15585,7760,5012,2748
37,Wayne & Seneca Counties PUMA,63079,13065,5188,7877,42992,21662,21330,7022,5020,2002
38,Warren & Washington Counties PUMA,66072,15251,5371,9880,45667,24589,21078,5154,3291,1863
39,Erie County (North Central) PUMA,50098,26977,12299,14678,22083,10973,11110,1038,668,370
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",87976,17842,6766,11076,60463,33088,27375,9671,7273,2398
41,Dutchess County (North & East) PUMA,58021,19264,8363,10901,33245,17251,15994,5512,3940,1572
42,Tompkins County PUMA,40214,19089,9597,9492,19438,9005,10433,1687,823,864
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",66070,56000,31876,24124,9359,5978,3381,711,597,114
44,Onondaga County (Central)--Syracuse City PUMA,59105,16702,7857,8845,33802,15465,18337,8601,4095,4506
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,57567,14795,6730,8065,40305,20658,19647,2467,1403,1064
46,Suffolk County (Northwest)--Smithtown Town PUMA,52296,27124,13558,13566,24220,11972,12248,952,346,606
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,59072,13575,5292,8283,40724,20943,19781,4773,2927,1846
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,31251,19033,10194,8839,10744,5798,4946,1474,679,795
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,77538,32264,15467,16797,41917,21154,20763,3357,2240,1117
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,51171,18049,8708,9341,28543,14027,14516,4579,2569,2010
51,Erie County (West Central)--Buffalo City (West) PUMA,52501,20595,9860,10735,26395,13085,13310,5511,2818,2693
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",49847,9809,5055,4754,34797,16766,18031,5241,2996,2245
53,Monroe County (North & West) PUMA,54687,21022,9198,11824,32063,17888,14175,1602,735,867
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,60395,30519,13204,17315,22713,11103,11610,7163,3731,3432
55,Cattaraugus & Allegany Counties PUMA,59018,11138,5104,6034,41985,20990,20995,5895,3296,2599
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",28842,15413,7302,8111,12846,6687,6159,583,265,318
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,51263,14868,6447,8421,32633,17742,14891,3762,2236,1526
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,47257,16147,7901,8246,29053,15608,13445,2057,1313,744
59,Jefferson & Lewis Counties PUMA,67809,12394,4584,7810,51029,28590,22439,4386,2360,2026
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,61817,27088,10078,17010,26811,14828,11983,7918,4133,3785
61,Schenectady County--Schenectady City PUMA,72474,23063,10042,13021,43035,22528,20507,6376,3605,2771
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,61569,39472,20853,18619,19198,11035,8163,2899,1688,1211
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,45362,24099,11291,12808,19591,9076,10515,1672,1106,566
64,Fulton & Montgomery Counties PUMA,53084,10605,4146,6459,35896,18613,17283,6583,4214,2369
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,36524,7042,2533,4509,21299,9117,12182,8183,3273,4910
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",41203,25299,12915,12384,14755,7139,7616,1149,452,697
67,Oswego County PUMA,61374,10868,4124,6744,43622,22820,20802,6884,4392,2492
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",60413,34399,17147,17252,22970,13430,9540,3044,2206,838
69,Monroe County (Central)--Rochester City (East) PUMA,54424,15338,7255,8083,30368,13170,17198,8718,4388,4330
70,Westchester County (Northeast) PUMA,55491,35744,16723,19021,17887,8839,9048,1860,681,1179
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",48516,5655,1880,3775,29462,15059,14403,13399,6996,6403
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",41281,15805,7930,7875,21767,11565,10202,3709,2271,1438
73,Onondaga County (North) PUMA,63915,22146,9940,12206,39022,19578,19444,2747,1895,852
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,46997,14277,7119,7158,29673,15431,14242,3047,1315,1732
75,Monroe County (South) PUMA,71847,44161,20475,23686,25786,13227,12559,1900,1505,395
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",31417,12495,6029,6466,16231,8079,8152,2691,1241,1450
77,Rensselaer County--Troy City PUMA,79868,29483,14132,15351,46064,22879,23185,4321,2397,1924
78,Suffolk County (Central)--Islip Town (East) PUMA,47130,19286,8889,10397,26708,13739,12969,1136,747,389
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,39723,21343,9612,11731,17711,9825,7886,669,304,365
80,Ontario & Yates Counties PUMA,65295,22840,10316,12524,35833,17279,18554,6622,4284,2338
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,42776,12007,5142,6865,27475,15028,12447,3294,1587,1707
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,43841,24396,11901,12495,18979,9311,9668,466,12,454
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",28892,15855,6603,9252,10008,5194,4814,3029,1046,1983
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",26406,8891,3710,5181,14277,6739,7538,3238,1702,1536
85,Chautauqua County PUMA,61585,13223,5522,7701,41528,20788,20740,6834,4103,2731
86,Orange County (Southeast) PUMA,51237,17506,8382,9124,29989,15590,14399,3742,2662,1080
87,Monroe County (East) PUMA,63322,30968,15181,15787,29167,13859,15308,3187,1715,1472
88,Broome (Outer West) & Tioga Counties PUMA,54555,14826,6826,8000,35156,18564,16592,4573,2777,1796
89,Suffolk County (East) PUMA,52049,20709,9850,10859,28713,13444,15269,2627,1326,1301
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",40040,10725,5700,5025,21595,10566,11029,7720,4191,3529
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,35426,16206,6606,9600,14251,7119,7132,4969,3111,1858
92,Albany County (Outside Albany City) PUMA,93089,42291,18057,24234,46854,25515,21339,3944,1824,2120
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",29748,3347,675,2672,18179,8202,9977,8222,4141,4081
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",42596,22491,12668,9823,18721,9204,9517,1384,961,423
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,34489,14242,5412,8830,18715,9779,8936,1532,1166,366
96,Erie County (West Central)--Buffalo City (East) PUMA,67942,13587,5699,7888,47470,21884,25586,6885,3710,3175
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,25559,19684,9277,10407,4868,2663,2205,1007,360,647
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",52255,16669,6733,9936,33199,16365,16834,2387,1515,872
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",38058,10515,3692,6823,23439,12091,11348,4104,1594,2510
100,Madison & Cortland Counties PUMA,56601,16817,6991,9826,35675,19178,16497,4109,2498,1611
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,48408,28030,12441,15589,19929,11312,8617,449,262,187
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,31565,18553,8649,9904,12714,6529,6185,298,298,0
103,Westchester County (Central)--White Plains City PUMA,62397,41290,19640,21650,18824,10787,8037,2283,957,1326
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",70437,24643,10881,13762,43114,22087,21027,2680,1240,1440
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,43171,24470,12105,12365,18309,9468,8841,392,175,217
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,59498,33920,17686,16234,18969,7926,11043,6609,4009,2600
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,19411,5320,2636,2684,9493,4635,4858,4598,2389,2209
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,33876,18349,8133,10216,10630,6372,4258,4897,2269,2628
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,43795,26835,11918,14917,16353,9435,6918,607,421,186
110,Suffolk County (Southwest)--Islip Town (South) PUMA,47155,19358,7919,11439,26281,14033,12248,1516,776,740
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",24142,8928,3165,5763,13639,6495,7144,1575,797,778
112,Ulster County (East) PUMA,73157,23251,10279,12972,44734,23365,21369,5172,3184,1988
113,NYC-Manhattan Community District 10--Central Harlem PUMA,60295,25550,10970,14580,28270,14412,13858,6475,3839,2636
114,NYC-Brooklyn Community District 4--Bushwick PUMA,45539,18648,8892,9756,18132,7569,10563,8759,4087,4672
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",30295,13590,5722,7868,14886,8828,6058,1819,1084,735
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,69150,21461,9208,12253,39973,21706,18267,7716,4886,2830
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",51803,7908,3751,4157,34493,14090,20403,9402,4602,4800
118,Erie County (Central) PUMA,77370,21074,10413,10661,50889,25892,24997,5407,2340,3067
119,Livingston & Wyoming Counties PUMA,52710,12145,4748,7397,36986,20909,16077,3579,2666,913
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,37843,19070,9515,9555,17837,8848,8989,936,543,393
121,Niagara County (North & East) PUMA,53926,14914,6461,8453,35962,18426,17536,3050,1720,1330
122,Westchester County (Southwest)--Yonkers City PUMA,59185,24978,10528,14450,29506,17625,11881,4701,2908,1793
123,Sullivan & Ulster (West) Counties PUMA,47897,11801,5809,5992,30344,17558,12786,5752,3519,2233
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",34384,11690,5166,6524,18877,9586,9291,3817,2904,913
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,35344,13920,7149,6771,18739,9805,8934,2685,1211,1474
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",26535,4648,2550,2098,14947,8630,6317,6940,4503,2437
127,NYC-Manhattan Community District 11--East Harlem PUMA,49531,16426,7426,9000,23949,9496,14453,9156,3593,5563
128,Westchester County (Southeast) PUMA,38394,25934,12337,13597,11620,5868,5752,840,449,391
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,55158,13687,6734,6953,38548,18753,19795,2923,2059,864
130,Erie County (Northeast) PUMA,60499,21440,9898,11542,35634,19542,16092,3425,2607,818
131,Monroe County (Central)--Greece & Gates Towns PUMA,60251,19522,7640,11882,36239,17296,18943,4490,2413,2077
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,37540,19094,8255,10839,16388,8741,7647,2058,1350,708
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",43117,12737,4210,8527,28196,11822,16374,2184,1459,725
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",72607,64661,30950,33711,7388,4048,3340,558,297,261
135,Albany County (East Central)--Albany City PUMA,41823,15220,6754,8466,21820,10969,10851,4783,2206,2577
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",36305,16703,6684,10019,18311,10638,7673,1291,806,485
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,16491,6120,3628,2492,9044,5065,3979,1327,704,623
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,37972,11744,6088,5656,22918,10531,12387,3310,1804,1506
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",57659,44436,20142,24294,9949,4743,5206,3274,1810,1464
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",31874,5834,1210,4624,18721,8402,10319,7319,4403,2916
141,NYC-Manhattan Community District 8--Upper East Side PUMA,100475,90838,37461,53377,7869,3178,4691,1768,1445,323
142,Orange County (Northeast)--Greater Newburgh City PUMA,55795,19011,8556,10455,33755,17343,16412,3029,1608,1421
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",38061,10649,4306,6343,22026,10956,11070,5386,2471,2915
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,29991,7977,3274,4703,19264,10727,8537,2750,1254,1496
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,28969,7175,2563,4612,16588,9041,7547,5206,2721,2485
146,Capital Region,520934,184770,80646,104124,297990,156407,141583,38174,22041,16133
147,Central NY,376223,115243,51549,63694,229660,116846,112814,31320,19102,12218
148,Finger Lakes,582990,199398,88558,110840,335134,168227,166907,48458,29763,18695
149,Long Island,1107266,501592,231233,270359,566479,292445,274034,39195,21546,17649
150,Mid-Hudson,896867,395486,179340,216146,445357,235070,210287,56024,33656,22368
151,Mohawk Valley,231702,57966,23873,34093,150668,78776,71892,23068,14390,8678
152,New York City,2533744,1200393,550862,649531,1092431,551882,540549,240920,127614,113306
153,North Country,207148,42835,16235,26600,145160,79958,65202,19153,13098,6055
154,Southern Tier,297082,87543,41927,45616,183483,91926,91557,26056,15109,10947
155,Western NY,681374,209388,94568,114820,428000,215354,212646,43986,25103,18883
