,puma,Total_Population,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
0,Total Geo,1617815,678453,322972,355481,736169,373008,363161,203193,118135,85058
1,Monroe County (Central)--Rochester City (East) PUMA,2560,962,549,413,1338,875,463,260,76,184
2,NYC-Brooklyn Community District 4--Bushwick PUMA,13813,3669,1622,2047,6848,3977,2871,3296,1880,1416
3,NYC-Manhattan Community District 10--Central Harlem PUMA,18539,7607,4623,2984,8232,3280,4952,2700,1549,1151
4,Ontario & Yates Counties PUMA,805,280,233,47,444,149,295,81,0,81
5,Albany County (Outside Albany City) PUMA,8242,5926,3471,2455,1906,752,1154,410,326,84
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1521,476,269,207,787,522,265,258,77,181
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,43342,19496,10342,9154,18325,9881,8444,5521,3100,2421
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",11253,4812,1943,2869,3570,2111,1459,2871,1890,981
9,Warren & Washington Counties PUMA,428,204,132,72,224,87,137,0,0,0
10,Erie County (North Central) PUMA,8197,6311,3664,2647,1381,630,751,505,401,104
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",22785,18231,8875,9356,4265,2777,1488,289,0,289
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2452,1041,360,681,1143,320,823,268,108,160
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,12165,6928,3202,3726,2988,2377,611,2249,1466,783
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,5356,1060,415,645,3224,1526,1698,1072,407,665
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,10447,7812,4164,3648,1441,406,1035,1194,426,768
16,Onondaga County (Central)--Syracuse City PUMA,6065,2908,1731,1177,2344,1024,1320,813,282,531
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,23715,11715,5323,6392,10077,6175,3902,1923,713,1210
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,11128,4419,1594,2825,6029,2804,3225,680,323,357
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",18116,9375,5064,4311,6865,2691,4174,1876,1302,574
20,Monroe County (Central)--Rochester City (West) PUMA,2906,879,596,283,1613,909,704,414,158,256
21,"Chenango, Delaware & Broome (East) Counties PUMA",817,482,170,312,240,102,138,95,58,37
22,Dutchess County (North & East) PUMA,3881,1805,930,875,1244,366,878,832,345,487
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,18240,9907,4764,5143,6572,4190,2382,1761,799,962
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,14041,6382,2843,3539,5836,3577,2259,1823,662,1161
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,19761,8959,4159,4800,9924,3751,6173,878,440,438
26,Westchester County (Southeast) PUMA,18403,7039,3305,3734,8210,3794,4416,3154,3024,130
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,14196,3593,1927,1666,7086,4230,2856,3517,1943,1574
28,Westchester County (Northwest) PUMA,15672,4754,2024,2730,7364,4263,3101,3554,1699,1855
29,Monroe County (South) PUMA,7820,5582,3164,2418,2238,1274,964,0,0,0
30,Rockland County (North)--New City & Congers PUMA,8570,3227,1050,2177,4733,1993,2740,610,352,258
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",17312,2016,893,1123,9600,5423,4177,5696,2566,3130
32,Orange County (Southeast) PUMA,5729,2251,995,1256,2257,959,1298,1221,111,1110
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",25125,9187,4395,4792,13022,8030,4992,2916,1752,1164
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,10997,5755,3132,2623,3888,1186,2702,1354,1206,148
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",11211,2893,1137,1756,6311,3271,3040,2007,1060,947
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,31147,13997,6816,7181,15110,9496,5614,2040,1242,798
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,7807,4958,2373,2585,2566,936,1630,283,198,85
38,Westchester County (Southwest)--Yonkers City PUMA,23299,6932,3093,3839,13202,6363,6839,3165,1867,1298
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",14991,12359,6381,5978,1223,763,460,1409,652,757
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,23067,7996,4004,3992,12820,6396,6424,2251,1048,1203
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,29705,10974,6039,4935,15326,8087,7239,3405,2271,1134
42,Erie County (West Central)--Buffalo City (West) PUMA,4525,1775,747,1028,1852,1115,737,898,295,603
43,Fulton & Montgomery Counties PUMA,1254,304,114,190,908,703,205,42,0,42
44,Westchester County (Central)--White Plains City PUMA,18333,8607,3751,4856,7049,3743,3306,2677,1952,725
45,St. Lawrence County PUMA,1188,722,260,462,466,87,379,0,0,0
46,Saratoga County (South & Central) PUMA,6135,3675,1436,2239,1478,845,633,982,882,100
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,5435,2278,943,1335,2287,1008,1279,870,463,407
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,5300,4080,2046,2034,815,147,668,405,0,405
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,314,0,0,0,314,229,85,0,0,0
50,Suffolk County (Central)--Islip Town (East) PUMA,3005,1493,814,679,1172,384,788,340,340,0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",8268,2405,1476,929,5300,2028,3272,563,349,214
52,Westchester County (Northeast) PUMA,8972,5208,1896,3312,3168,1667,1501,596,248,348
53,Chautauqua County PUMA,671,118,54,64,372,212,160,181,43,138
54,Erie County (West Central)--Buffalo City (East) PUMA,3551,1057,704,353,2153,1737,416,341,341,0
55,Cayuga & Onondaga (South) Counties PUMA,1228,617,282,335,475,353,122,136,46,90
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,7102,1174,502,672,4348,1628,2720,1580,838,742
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,6229,1989,1090,899,3261,1830,1431,979,526,453
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",15503,13526,5300,8226,1841,870,971,136,136,0
59,NYC-Manhattan Community District 11--East Harlem PUMA,13171,4886,2357,2529,5902,2296,3606,2383,1846,537
60,Schenectady County--Schenectady City PUMA,2359,1232,663,569,818,376,442,309,0,309
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1049,636,412,224,340,95,245,73,0,73
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,2931,1780,958,822,915,378,537,236,53,183
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",18556,7355,2763,4592,9610,4029,5581,1591,777,814
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",12529,6374,3146,3228,4891,2319,2572,1264,491,773
65,Onondaga County (North) PUMA,2525,531,201,330,1697,481,1216,297,170,127
66,Ulster County (East) PUMA,3664,1408,695,713,1730,624,1106,526,206,320
67,Oswego County PUMA,504,310,144,166,129,51,78,65,65,0
68,Niagara County (North & East) PUMA,634,328,214,114,306,37,269,0,0,0
69,Broome (Outer West) & Tioga Counties PUMA,1577,573,277,296,917,517,400,87,0,87
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",20641,5519,2902,2617,10887,6341,4546,4235,1616,2619
71,Suffolk County (Southwest)--Islip Town (South) PUMA,6633,2619,1543,1076,3241,1869,1372,773,493,280
72,Erie County (Central) PUMA,1468,520,260,260,483,430,53,465,140,325
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",12785,5167,2084,3083,5684,2389,3295,1934,1347,587
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,2303,1680,844,836,623,443,180,0,0,0
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,5893,2553,1456,1097,2509,1624,885,831,576,255
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",27680,9276,3315,5961,15511,8197,7314,2893,1951,942
77,Cattaraugus & Allegany Counties PUMA,683,205,29,176,308,55,253,170,126,44
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",41828,16198,8325,7873,21712,9817,11895,3918,1976,1942
79,Jefferson & Lewis Counties PUMA,1779,656,444,212,1020,86,934,103,0,103
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",7233,4513,2769,1744,2032,1098,934,688,278,410
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,28299,14053,5701,8352,12238,6371,5867,2008,1023,985
82,Saratoga County (Outer) PUMA,1161,776,408,368,234,53,181,151,151,0
83,Dutchess County (Southwest) PUMA,10859,4176,2090,2086,5405,2910,2495,1278,668,610
84,Erie County (Northwest) PUMA,2010,1009,632,377,1001,606,395,0,0,0
85,Genesee & Orleans Counties PUMA,832,310,283,27,63,29,34,459,393,66
86,Erie County (Northeast) PUMA,869,665,350,315,124,124,0,80,80,0
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",34367,12169,6061,6108,18178,9646,8532,4020,2270,1750
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,7294,3172,1421,1751,2209,1128,1081,1913,1135,778
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,12274,6082,2756,3326,5575,3324,2251,617,441,176
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,6363,1306,618,688,3186,1474,1712,1871,1086,785
91,Orange County (Northeast)--Greater Newburgh City PUMA,6876,2282,1094,1188,3106,1561,1545,1488,702,786
92,Sullivan & Ulster (West) Counties PUMA,4446,1972,581,1391,2225,687,1538,249,174,75
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",17178,7156,4156,3000,7783,3446,4337,2239,1214,1025
94,Wayne & Seneca Counties PUMA,1922,417,234,183,1181,799,382,324,236,88
95,Albany County (East Central)--Albany City PUMA,4397,2603,1213,1390,1706,1157,549,88,0,88
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,14031,9922,5027,4895,3203,1340,1863,906,352,554
97,Rensselaer County--Troy City PUMA,2127,1069,538,531,727,423,304,331,124,207
98,Tompkins County PUMA,5865,5331,2763,2568,478,104,374,56,0,56
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,12319,3855,1984,1871,7147,3870,3277,1317,1174,143
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,33783,7288,3179,4109,21963,11199,10764,4532,2684,1848
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,35313,12020,5631,6389,20184,12296,7888,3109,1698,1411
102,Columbia & Greene Counties PUMA,1649,799,315,484,348,244,104,502,437,65
103,Madison & Cortland Counties PUMA,534,200,159,41,334,0,334,0,0,0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,29457,19301,7257,12044,8644,2473,6171,1512,657,855
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,18594,2484,1583,901,13802,7394,6408,2308,1023,1285
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",20613,4368,1698,2670,11611,5471,6140,4634,2619,2015
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,7867,4200,1405,2795,2932,1621,1311,735,117,618
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",629,210,66,144,364,327,37,55,55,0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,1009,327,135,192,463,265,198,219,198,21
110,Livingston & Wyoming Counties PUMA,151,0,0,0,98,56,42,53,53,0
111,Putnam County PUMA,4836,1776,620,1156,2378,996,1382,682,556,126
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",10943,2815,1289,1526,7314,3266,4048,814,525,289
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,6621,2547,1300,1247,3136,2078,1058,938,541,397
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",13980,3391,1771,1620,8046,4042,4004,2543,1582,961
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,12827,7055,3819,3236,4757,2240,2517,1015,667,348
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,13416,8179,3841,4338,4588,3128,1460,649,324,325
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,19157,6153,2938,3215,10748,5190,5558,2256,1307,949
118,Orange County (Northwest) PUMA,6419,763,252,511,4616,1976,2640,1040,656,384
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,5114,2522,1054,1468,2099,839,1260,493,52,441
120,Monroe County (North & West) PUMA,1204,534,400,134,621,241,380,49,0,49
121,Suffolk County (Northwest)--Smithtown Town PUMA,3991,1973,744,1229,1701,863,838,317,217,100
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,3997,1682,667,1015,1932,1146,786,383,245,138
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",15625,5424,2784,2640,7053,3937,3116,3148,1761,1387
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,9389,2581,1637,944,6385,3105,3280,423,287,136
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,13459,3990,1935,2055,7696,3793,3903,1773,1019,754
126,Erie County (South) PUMA,1130,355,162,193,775,639,136,0,0,0
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",14351,4665,1915,2750,7720,3942,3778,1966,887,1079
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",7772,3215,1615,1600,3562,1523,2039,995,589,406
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",9383,2509,1572,937,5081,2506,2575,1793,1549,244
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,16905,8697,3510,5187,5195,2923,2272,3013,2203,810
131,Monroe County (Central)--Greece & Gates Towns PUMA,2428,968,506,462,1460,779,681,0,0,0
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",30668,9409,2841,6568,15672,7961,7711,5587,3375,2212
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",34922,15236,6803,8433,16391,7757,8634,3295,1933,1362
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",22551,3750,2280,1470,15232,6189,9043,3569,1858,1711
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,4865,2273,1309,964,1758,437,1321,834,406,428
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,18050,9424,4219,5205,6595,2674,3921,2031,1447,584
137,NYC-Manhattan Community District 8--Upper East Side PUMA,22108,19765,10452,9313,1887,765,1122,456,323,133
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,18241,5219,2909,2310,8517,4260,4257,4505,2750,1755
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",19472,3989,1461,2528,12519,7729,4790,2964,1963,1001
140,Monroe County (East) PUMA,3704,1369,767,602,2179,547,1632,156,85,71
141,Suffolk County (East) PUMA,8619,1881,404,1477,5178,2964,2214,1560,1126,434
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",30306,15872,7899,7973,12961,6101,6860,1473,1273,200
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",21306,5455,2801,2654,10504,5378,5126,5347,3320,2027
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,21557,2645,1420,1225,11494,5674,5820,7418,5760,1658
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,14347,12344,4756,7588,1567,1161,406,436,436,0
146,Capital Region,26498,16284,8176,8108,7441,3937,3504,2773,1920,853
147,Central NY,13787,6346,3475,2871,5894,2287,3607,1547,616,931
148,Finger Lakes,24332,11301,6732,4569,11235,5658,5577,1796,1001,795
149,Long Island,226704,96169,46084,50085,97630,50734,46896,32905,21611,11294
150,Mid-Hudson,181580,66058,28394,37664,87316,42474,44842,28206,16817,11389
151,Mohawk Valley,10886,2281,1020,1261,6506,3118,3388,2099,1113,986
152,New York City,1090772,455699,216372,239327,504698,256079,248619,130375,73273,57102
153,North Country,4016,2014,1116,898,1826,268,1558,176,0,176
154,Southern Tier,15188,9958,4787,5171,4554,2639,1915,676,358,318
155,Western NY,24052,12343,6816,5527,9069,5814,3255,2640,1426,1214
