,puma,Total_geo,Total_geo_m,Total_geo_f,Total_NP_mf_t,Total_NP_m,Total_NP_f,Total_P_mf_t,Total_P_m,Total_P_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_NP_mf_t,BABS_NP_m,BABS_NP_f,BABS_P_mf_t,BABS_P_m,BABS_P_f,Total_HS,Total_HS_m,Total_HS_f,HS_NP_mf_t,HS_NP_m,HS_NP_f,HS_P_mf_t,HS_P_m,HS_P_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_NP_mf_t,HSINC_NP_m,HSINC_NP_f,HSINC_P_mf_t,HSINC_P_m,HSINC_P_f
0,Total Geo,1246997,622149,624848,996385,505733,490652,250612,116416,134196,494603,229871,264732,440410,204634,235776,54193,25237,28956,572159,292771,279388,441129,233814,207315,131030,58957,72073,180235,99507,80728,114846,67285,47561,65389,32222,33167
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",18199,10131,8068,14251,7731,6520,3948,2400,1548,7573,3600,3973,6370,3034,3336,1203,566,637,9366,5679,3687,7249,4233,3016,2117,1446,671,1260,852,408,632,464,168,628,388,240
2,Ulster County (East) PUMA,2803,785,2018,1508,518,990,1295,267,1028,1198,292,906,384,196,188,814,96,718,1212,410,802,1041,239,802,171,171,0,393,83,310,83,83,0,310,0,310
3,Albany County (East Central)--Albany City PUMA,4808,2359,2449,3996,1848,2148,812,511,301,1833,689,1144,1412,429,983,421,260,161,2581,1336,1245,2404,1239,1165,177,97,80,394,334,60,180,180,0,214,154,60
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1235,374,861,1071,210,861,164,164,0,672,210,462,672,210,462,0,0,0,164,164,0,0,0,0,164,164,0,399,0,399,399,0,399,0,0,0
5,Ontario & Yates Counties PUMA,802,195,607,661,195,466,141,0,141,488,195,293,347,195,152,141,0,141,314,0,314,314,0,314,0,0,0,0,0,0,0,0,0,0,0,0
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2101,779,1322,1682,674,1008,419,105,314,1075,734,341,1015,674,341,60,60,0,867,45,822,508,0,508,359,45,314,159,0,159,159,0,159,0,0,0
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,17905,8372,9533,13928,6414,7514,3977,1958,2019,6790,3302,3488,6011,2769,3242,779,533,246,8989,3695,5294,6326,2522,3804,2663,1173,1490,2126,1375,751,1591,1123,468,535,252,283
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",459,141,318,359,141,218,100,0,100,177,110,67,177,110,67,0,0,0,100,0,100,0,0,0,100,0,100,182,31,151,182,31,151,0,0,0
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,3262,1408,1854,1682,794,888,1580,614,966,999,406,593,999,406,593,0,0,0,1380,648,732,329,34,295,1051,614,437,883,354,529,354,354,0,529,0,529
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",18775,9719,9056,11069,6994,4075,7706,2725,4981,4042,2157,1885,2985,1703,1282,1057,454,603,10293,5428,4865,5989,3832,2157,4304,1596,2708,4440,2134,2306,2095,1459,636,2345,675,1670
11,Livingston & Wyoming Counties PUMA,887,508,379,511,333,178,376,175,201,607,487,120,432,312,120,175,175,0,80,0,80,58,0,58,22,0,22,200,21,179,21,21,0,179,0,179
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,6274,3190,3084,4548,2439,2109,1726,751,975,3177,1756,1421,2488,1159,1329,689,597,92,2731,1244,1487,1930,1150,780,801,94,707,366,190,176,130,130,0,236,60,176
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,8951,5114,3837,7629,4749,2880,1322,365,957,2004,764,1240,1960,764,1196,44,0,44,4728,3485,1243,4575,3485,1090,153,0,153,2219,865,1354,1094,500,594,1125,365,760
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,3915,1807,2108,1670,670,1000,2245,1137,1108,2364,1438,926,931,609,322,1433,829,604,871,61,810,739,61,678,132,0,132,680,308,372,0,0,0,680,308,372
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,8926,4407,4519,8286,4222,4064,640,185,455,5913,3293,2620,5695,3240,2455,218,53,165,2022,751,1271,1971,700,1271,51,51,0,991,363,628,620,282,338,371,81,290
16,Monroe County (Central)--Rochester City (East) PUMA,1470,556,914,737,410,327,733,146,587,609,441,168,396,295,101,213,146,67,458,115,343,278,115,163,180,0,180,403,0,403,63,0,63,340,0,340
17,Westchester County (Northwest) PUMA,10030,4737,5293,8632,4535,4097,1398,202,1196,3426,1886,1540,3270,1886,1384,156,0,156,5368,2229,3139,4338,2027,2311,1030,202,828,1236,622,614,1024,622,402,212,0,212
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,6110,3363,2747,4228,2444,1784,1882,919,963,1692,843,849,1484,843,641,208,0,208,3631,2118,1513,2297,1284,1013,1334,834,500,787,402,385,447,317,130,340,85,255
19,Onondaga County (Central)--Syracuse City PUMA,4274,2279,1995,2357,924,1433,1917,1355,562,2468,1305,1163,1533,705,828,935,600,335,1357,796,561,658,97,561,699,699,0,449,178,271,166,122,44,283,56,227
20,Westchester County (Northeast) PUMA,6255,3302,2953,5297,2816,2481,958,486,472,2076,1029,1047,1954,1029,925,122,0,122,2240,1307,933,1536,953,583,704,354,350,1939,966,973,1807,834,973,132,132,0
21,Madison & Cortland Counties PUMA,269,42,227,269,42,227,0,0,0,160,42,118,160,42,118,0,0,0,0,0,0,0,0,0,0,0,0,109,0,109,109,0,109,0,0,0
22,Erie County (West Central)--Buffalo City (West) PUMA,5267,2930,2337,1975,1298,677,3292,1632,1660,1764,969,795,832,581,251,932,388,544,1759,1228,531,435,313,122,1324,915,409,1744,733,1011,708,404,304,1036,329,707
23,Monroe County (Central)--Rochester City (West) PUMA,3285,2046,1239,1505,1341,164,1780,705,1075,989,568,421,332,332,0,657,236,421,1905,1087,818,822,658,164,1083,429,654,391,391,0,351,351,0,40,40,0
24,Suffolk County (Central)--Islip Town (East) PUMA,2540,1038,1502,2526,1024,1502,14,14,0,1676,588,1088,1676,588,1088,0,0,0,689,436,253,689,436,253,0,0,0,175,14,161,161,0,161,14,14,0
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,2634,1414,1220,2486,1414,1072,148,0,148,1495,1001,494,1495,1001,494,0,0,0,1052,326,726,904,326,578,148,0,148,87,87,0,87,87,0,0,0,0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",16633,8278,8355,11150,6171,4979,5483,2107,3376,3306,1744,1562,2494,1461,1033,812,283,529,8100,4018,4082,5721,3052,2669,2379,966,1413,5227,2516,2711,2935,1658,1277,2292,858,1434
27,St. Lawrence County PUMA,497,174,323,289,174,115,208,0,208,289,174,115,227,174,53,62,0,62,208,0,208,62,0,62,146,0,146,0,0,0,0,0,0,0,0,0
28,Columbia & Greene Counties PUMA,656,277,379,341,202,139,315,75,240,212,127,85,145,112,33,67,15,52,338,150,188,90,90,0,248,60,188,106,0,106,106,0,106,0,0,0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4615,2077,2538,3924,1623,2301,691,454,237,3698,1651,2047,3256,1334,1922,442,317,125,581,202,379,581,202,379,0,0,0,336,224,112,87,87,0,249,137,112
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",26713,13401,13312,20314,10509,9805,6399,2892,3507,12917,5993,6924,11323,5330,5993,1594,663,931,11734,6747,4987,7866,4789,3077,3868,1958,1910,2062,661,1401,1125,390,735,937,271,666
31,Monroe County (North & West) PUMA,139,53,86,139,53,86,0,0,0,0,0,0,0,0,0,0,0,0,139,53,86,139,53,86,0,0,0,0,0,0,0,0,0,0,0,0
32,Schenectady County--Schenectady City PUMA,2947,1503,1444,2711,1407,1304,236,96,140,1398,701,697,1269,605,664,129,96,33,1446,745,701,1385,745,640,61,0,61,103,57,46,57,57,0,46,0,46
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",8423,3730,4693,7102,3164,3938,1321,566,755,2366,1427,939,1871,932,939,495,495,0,3692,1260,2432,3151,1189,1962,541,71,470,2365,1043,1322,2080,1043,1037,285,0,285
34,Niagara County (North & East) PUMA,287,91,196,215,91,124,72,0,72,168,75,93,168,75,93,0,0,0,92,0,92,20,0,20,72,0,72,27,16,11,27,16,11,0,0,0
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,3834,2017,1817,3054,1237,1817,780,780,0,1555,545,1010,1476,466,1010,79,79,0,1947,1472,475,1246,771,475,701,701,0,332,0,332,332,0,332,0,0,0
36,Suffolk County (East) PUMA,9092,4541,4551,5930,3205,2725,3162,1336,1826,978,348,630,978,348,630,0,0,0,5825,2753,3072,3811,2323,1488,2014,430,1584,2289,1440,849,1141,534,607,1148,906,242
37,Warren & Washington Counties PUMA,1089,409,680,805,280,525,284,129,155,602,170,432,447,170,277,155,0,155,323,129,194,194,0,194,129,129,0,164,110,54,164,110,54,0,0,0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,19313,7274,12039,18430,6810,11620,883,464,419,14571,5315,9256,14062,5072,8990,509,243,266,4641,1959,2682,4322,1738,2584,319,221,98,101,0,101,46,0,46,55,0,55
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6480,3013,3467,5486,2706,2780,994,307,687,2835,943,1892,2303,935,1368,532,8,524,2946,1734,1212,2807,1595,1212,139,139,0,699,336,363,376,176,200,323,160,163
40,Westchester County (Central)--White Plains City PUMA,16476,8772,7704,14747,7534,7213,1729,1238,491,7713,3819,3894,7274,3643,3631,439,176,263,6928,4118,2810,5970,3388,2582,958,730,228,1835,835,1000,1503,503,1000,332,332,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",15673,7787,7886,8276,4329,3947,7397,3458,3939,3790,1491,2299,2471,898,1573,1319,593,726,7921,4005,3916,4936,2841,2095,2985,1164,1821,3962,2291,1671,869,590,279,3093,1701,1392
42,Erie County (North Central) PUMA,4036,1757,2279,3015,1453,1562,1021,304,717,2927,1366,1561,2558,1226,1332,369,140,229,807,304,503,370,140,230,437,164,273,302,87,215,87,87,0,215,0,215
43,Chautauqua County PUMA,608,369,239,553,314,239,55,55,0,326,87,239,326,87,239,0,0,0,227,227,0,227,227,0,0,0,0,55,55,0,0,0,0,55,55,0
44,Dutchess County (Southwest) PUMA,6852,3392,3460,5180,2648,2532,1672,744,928,2436,1102,1334,2436,1102,1334,0,0,0,3628,2088,1540,2252,1344,908,1376,744,632,788,202,586,492,202,290,296,0,296
45,Westchester County (Southeast) PUMA,10641,6480,4161,8217,4443,3774,2424,2037,387,3921,2344,1577,3295,1837,1458,626,507,119,5040,2985,2055,3426,1639,1787,1614,1346,268,1680,1151,529,1496,967,529,184,184,0
46,Rockland County (North)--New City & Congers PUMA,12697,6779,5918,12342,6680,5662,355,99,256,5627,3393,2234,5627,3393,2234,0,0,0,6292,2848,3444,5937,2749,3188,355,99,256,778,538,240,778,538,240,0,0,0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,7501,3264,4237,6310,2996,3314,1191,268,923,4329,2357,1972,4125,2357,1768,204,0,204,2180,709,1471,1695,441,1254,485,268,217,992,198,794,490,198,292,502,0,502
48,Suffolk County (Southwest)--Islip Town (South) PUMA,2668,1731,937,1914,1312,602,754,419,335,1113,605,508,1113,605,508,0,0,0,1234,899,335,707,707,0,527,192,335,321,227,94,94,0,94,227,227,0
49,Erie County (West Central)--Buffalo City (East) PUMA,3194,1951,1243,1109,489,620,2085,1462,623,1252,787,465,261,57,204,991,730,261,1942,1164,778,848,432,416,1094,732,362,0,0,0,0,0,0,0,0,0
50,Wayne & Seneca Counties PUMA,591,78,513,591,78,513,0,0,0,202,78,124,202,78,124,0,0,0,389,0,389,389,0,389,0,0,0,0,0,0,0,0,0,0,0,0
51,Monroe County (South) PUMA,5164,2394,2770,4562,1972,2590,602,422,180,3177,1664,1513,2741,1337,1404,436,327,109,1523,531,992,1357,436,921,166,95,71,464,199,265,464,199,265,0,0,0
52,Tompkins County PUMA,2867,999,1868,2597,906,1691,270,93,177,1513,602,911,1291,557,734,222,45,177,1306,349,957,1306,349,957,0,0,0,48,48,0,0,0,0,48,48,0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,6646,3606,3040,4366,2192,2174,2280,1414,866,1227,756,471,1227,756,471,0,0,0,2744,905,1839,2351,844,1507,393,61,332,2675,1945,730,788,592,196,1887,1353,534
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",545,123,422,454,123,331,91,0,91,315,97,218,246,97,149,69,0,69,208,26,182,208,26,182,0,0,0,22,0,22,0,0,0,22,0,22
55,NYC-Manhattan Community District 8--Upper East Side PUMA,13208,5150,8058,12577,4959,7618,631,191,440,11683,4495,7188,11052,4304,6748,631,191,440,1525,655,870,1525,655,870,0,0,0,0,0,0,0,0,0,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",5097,1375,3722,4658,1190,3468,439,185,254,4664,1170,3494,4225,985,3240,439,185,254,243,205,38,243,205,38,0,0,0,190,0,190,190,0,190,0,0,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",30947,17510,13437,24540,14947,9593,6407,2563,3844,9135,4101,5034,8061,3670,4391,1074,431,643,18137,10431,7706,14314,9402,4912,3823,1029,2794,3675,2978,697,2165,1875,290,1510,1103,407
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,15650,7210,8440,13789,6314,7475,1861,896,965,5483,2706,2777,5132,2525,2607,351,181,170,8846,3760,5086,7948,3301,4647,898,459,439,1321,744,577,709,488,221,612,256,356
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",11970,4791,7179,8573,3760,4813,3397,1031,2366,3210,1042,2168,2600,983,1617,610,59,551,6537,2732,3805,4465,2060,2405,2072,672,1400,2223,1017,1206,1508,717,791,715,300,415
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,22898,11973,10925,20583,11242,9341,2315,731,1584,3376,1389,1987,3088,1275,1813,288,114,174,14023,7763,6260,13145,7373,5772,878,390,488,5499,2821,2678,4350,2594,1756,1149,227,922
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",11497,6078,5419,10372,5641,4731,1125,437,688,5597,2538,3059,5422,2538,2884,175,0,175,5202,3540,1662,4493,3103,1390,709,437,272,698,0,698,457,0,457,241,0,241
62,Saratoga County (South & Central) PUMA,1909,1210,699,1909,1210,699,0,0,0,1502,985,517,1502,985,517,0,0,0,289,183,106,289,183,106,0,0,0,118,42,76,118,42,76,0,0,0
63,Cattaraugus & Allegany Counties PUMA,266,119,147,232,119,113,34,0,34,180,119,61,180,119,61,0,0,0,68,0,68,52,0,52,16,0,16,18,0,18,0,0,0,18,0,18
64,Genesee & Orleans Counties PUMA,528,365,163,422,322,100,106,43,63,0,0,0,0,0,0,0,0,0,528,365,163,422,322,100,106,43,63,0,0,0,0,0,0,0,0,0
65,Cayuga & Onondaga (South) Counties PUMA,999,413,586,537,124,413,462,289,173,174,111,63,174,111,63,0,0,0,653,256,397,325,0,325,328,256,72,172,46,126,38,13,25,134,33,101
66,Sullivan & Ulster (West) Counties PUMA,3153,1627,1526,2253,1226,1027,900,401,499,502,109,393,125,63,62,377,46,331,1751,884,867,1228,529,699,523,355,168,900,634,266,900,634,266,0,0,0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",16829,10235,6594,10791,7074,3717,6038,3161,2877,4317,2250,2067,3206,1682,1524,1111,568,543,10606,7216,3390,6635,5045,1590,3971,2171,1800,1906,769,1137,950,347,603,956,422,534
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,5931,3109,2822,5343,2815,2528,588,294,294,2652,1205,1447,2652,1205,1447,0,0,0,2224,1431,793,2155,1431,724,69,0,69,1055,473,582,536,179,357,519,294,225
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,16658,8368,8290,14034,7544,6490,2624,824,1800,7680,3918,3762,7285,3572,3713,395,346,49,7595,3646,3949,5712,3319,2393,1883,327,1556,1383,804,579,1037,653,384,346,151,195
70,Jefferson & Lewis Counties PUMA,1476,552,924,1385,497,888,91,55,36,546,225,321,546,225,321,0,0,0,909,327,582,818,272,546,91,55,36,21,0,21,21,0,21,0,0,0
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,13117,7278,5839,12645,7078,5567,472,200,272,6214,2763,3451,6191,2740,3451,23,23,0,5186,3268,1918,4889,3172,1717,297,96,201,1717,1247,470,1565,1166,399,152,81,71
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,15899,8091,7808,13405,6803,6602,2494,1288,1206,2984,1359,1625,2984,1359,1625,0,0,0,8943,3765,5178,7247,2850,4397,1696,915,781,3972,2967,1005,3174,2594,580,798,373,425
73,Orange County (Northeast)--Greater Newburgh City PUMA,5318,3136,2182,4880,2862,2018,438,274,164,1815,754,1061,1541,480,1061,274,274,0,2917,1796,1121,2753,1796,957,164,0,164,586,586,0,586,586,0,0,0,0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",10156,5056,5100,8530,4374,4156,1626,682,944,3120,1078,2042,2868,1038,1830,252,40,212,5307,2836,2471,4802,2740,2062,505,96,409,1729,1142,587,860,596,264,869,546,323
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",17439,9963,7476,15395,9050,6345,2044,913,1131,5017,3008,2009,4620,2741,1879,397,267,130,9425,5092,4333,8647,4705,3942,778,387,391,2997,1863,1134,2128,1604,524,869,259,610
76,Erie County (Central) PUMA,2026,1220,806,993,446,547,1033,774,259,368,202,166,282,116,166,86,86,0,1571,991,580,711,330,381,860,661,199,87,27,60,0,0,0,87,27,60
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",18314,8732,9582,15163,7314,7849,3151,1418,1733,8254,3338,4916,7798,3131,4667,456,207,249,7935,4287,3648,6062,3414,2648,1873,873,1000,2125,1107,1018,1303,769,534,822,338,484
