,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,5851781,2994570,2857211,5539443,2816208,2723235,312338,178362,133976,2616523,1235955,1380568,2533987,1193064,1340923,82536,42891,39645,2957934,1587847,1370087,2773464,1481704,1291760,184470,106143,78327,277324,170768,106556,231992,141440,90552,45332,29328,16004
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,72230,35674,36556,70684,34303,36381,1546,1371,175,61834,28578,33256,60478,27397,33081,1356,1181,175,9697,6918,2779,9507,6728,2779,190,190,0,699,178,521,699,178,521,0,0,0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,38242,20471,17771,36687,19399,17288,1555,1072,483,20336,10403,9933,19426,9732,9694,910,671,239,16199,8944,7255,15636,8625,7011,563,319,244,1707,1124,583,1625,1042,583,82,82,0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,53993,27064,26929,51154,25737,25417,2839,1327,1512,42074,20284,21790,40443,19795,20648,1631,489,1142,10527,6280,4247,9482,5605,3877,1045,675,370,1392,500,892,1229,337,892,163,163,0
4,Madison & Cortland Counties PUMA,45649,24513,21136,43038,22850,20188,2611,1663,948,14356,6846,7510,13990,6566,7424,366,280,86,29755,16527,13228,27991,15403,12588,1764,1124,640,1538,1140,398,1057,881,176,481,259,222
5,Ontario & Yates Counties PUMA,53084,28316,24768,50952,27177,23775,2132,1139,993,20226,9283,10943,19979,9238,10741,247,45,202,29555,16473,13082,27743,15436,12307,1812,1037,775,3303,2560,743,3230,2503,727,73,57,16
6,Monroe County (Central)--Greece & Gates Towns PUMA,52154,26896,25258,50861,26150,24711,1293,746,547,16823,7499,9324,16582,7413,9169,241,86,155,33707,18350,15357,32735,17770,14965,972,580,392,1624,1047,577,1544,967,577,80,80,0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,29101,14610,14491,27954,13994,13960,1147,616,531,16526,7766,8760,16125,7590,8535,401,176,225,11624,6279,5345,10878,5839,5039,746,440,306,951,565,386,951,565,386,0,0,0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",59384,30407,28977,55893,28352,27541,3491,2055,1436,13893,6119,7774,13305,5959,7346,588,160,428,42367,21871,20496,39792,20261,19531,2575,1610,965,3124,2417,707,2796,2132,664,328,285,43
9,NYC-Manhattan Community District 8--Upper East Side PUMA,80773,37748,43025,78501,36186,42315,2272,1562,710,66934,30533,36401,64865,29174,35691,2069,1359,710,13839,7215,6624,13636,7012,6624,203,203,0,0,0,0,0,0,0,0,0,0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,39720,21090,18630,38066,20503,17563,1654,587,1067,17765,8452,9313,16992,8207,8785,773,245,528,20938,11965,8973,20160,11623,8537,778,342,436,1017,673,344,914,673,241,103,0,103
11,Erie County (Northwest) PUMA,44188,21455,22733,42815,20621,22194,1373,834,539,17881,8369,9512,17144,8052,9092,737,317,420,24914,12138,12776,24278,11621,12657,636,517,119,1393,948,445,1393,948,445,0,0,0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",24840,11369,13471,22382,9657,12725,2458,1712,746,14448,6733,7715,13240,5789,7451,1208,944,264,9241,4342,4899,8347,3574,4773,894,768,126,1151,294,857,795,294,501,356,0,356
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,28473,12449,16024,26306,11711,14595,2167,738,1429,6557,2851,3706,6330,2710,3620,227,141,86,19000,8977,10023,17364,8380,8984,1636,597,1039,2916,621,2295,2612,621,1991,304,0,304
14,Rockland County (North)--New City & Congers PUMA,30794,15233,15561,29090,14545,14545,1704,688,1016,15055,7413,7642,14269,6997,7272,786,416,370,13922,7022,6900,13004,6750,6254,918,272,646,1817,798,1019,1817,798,1019,0,0,0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",42869,22608,20261,40469,21378,19091,2400,1230,1170,11212,4643,6569,10938,4432,6506,274,211,63,29167,16586,12581,27349,15598,11751,1818,988,830,2490,1379,1111,2182,1348,834,308,31,277
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,23171,11653,11518,22306,11301,11005,865,352,513,15219,6801,8418,14822,6626,8196,397,175,222,6069,3723,2346,5690,3560,2130,379,163,216,1883,1129,754,1794,1115,679,89,14,75
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,23050,11408,11642,21318,10072,11246,1732,1336,396,10028,3615,6413,9364,3224,6140,664,391,273,11712,6960,4752,11040,6326,4714,672,634,38,1310,833,477,914,522,392,396,311,85
18,Tompkins County PUMA,32974,16412,16562,31808,15626,16182,1166,786,380,18936,9776,9160,18378,9278,9100,558,498,60,13442,6091,7351,12934,5903,7031,508,188,320,596,545,51,496,445,51,100,100,0
19,Dutchess County (Southwest) PUMA,54943,29004,25939,52328,27444,24884,2615,1560,1055,19707,9112,10595,18931,8736,10195,776,376,400,32746,18811,13935,31127,17627,13500,1619,1184,435,2490,1081,1409,2270,1081,1189,220,0,220
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,26234,13562,12672,24893,12901,11992,1341,661,680,10663,4794,5869,10341,4600,5741,322,194,128,14372,7728,6644,13591,7499,6092,781,229,552,1199,1040,159,961,802,159,238,238,0
21,Westchester County (Northwest) PUMA,42750,22928,19822,40968,22053,18915,1782,875,907,24786,12588,12198,24341,12344,11997,445,244,201,16745,9520,7225,15474,8889,6585,1271,631,640,1219,820,399,1153,820,333,66,0,66
22,Albany County (Outside Albany City) PUMA,77718,39723,37995,74472,37674,36798,3246,2049,1197,32861,16882,15979,32399,16512,15887,462,370,92,41943,20384,21559,39728,19126,20602,2215,1258,957,2914,2457,457,2345,2036,309,569,421,148
23,Monroe County (South) PUMA,62739,33360,29379,60925,32682,28243,1814,678,1136,38077,19177,18900,37272,19057,18215,805,120,685,23146,13111,10035,22360,12656,9704,786,455,331,1516,1072,444,1293,969,324,223,103,120
24,Jefferson & Lewis Counties PUMA,51617,28606,23011,48869,27362,21507,2748,1244,1504,11320,5053,6267,11280,5038,6242,40,15,25,36352,20676,15676,34818,20265,14553,1534,411,1123,3945,2877,1068,2771,2059,712,1174,818,356
25,"Chenango, Delaware & Broome (East) Counties PUMA",38358,19598,18760,36697,18563,18134,1661,1035,626,8897,3554,5343,8735,3510,5225,162,44,118,27598,14921,12677,26394,14201,12193,1204,720,484,1863,1123,740,1568,852,716,295,271,24
26,Erie County (Central) PUMA,63011,30502,32509,59667,28708,30959,3344,1794,1550,17580,7366,10214,17052,7227,9825,528,139,389,44313,22307,22006,41729,20801,20928,2584,1506,1078,1118,829,289,886,680,206,232,149,83
27,St. Lawrence County PUMA,36809,18904,17905,34780,17920,16860,2029,984,1045,10206,5400,4806,10120,5314,4806,86,86,0,24458,11984,12474,23052,11441,11611,1406,543,863,2145,1520,625,1608,1165,443,537,355,182
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",30353,15065,15288,27443,13014,14429,2910,2051,859,20499,10313,10186,19566,9900,9666,933,413,520,8369,3450,4919,7154,2574,4580,1215,876,339,1485,1302,183,723,540,183,762,762,0
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,38059,20441,17618,36571,19681,16890,1488,760,728,19264,9756,9508,18611,9361,9250,653,395,258,18194,10181,8013,17359,9816,7543,835,365,470,601,504,97,601,504,97,0,0,0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,55169,30812,24357,51669,28267,23402,3500,2545,955,36353,19148,17205,34611,18039,16572,1742,1109,633,16600,10029,6571,14933,8684,6249,1667,1345,322,2216,1635,581,2125,1544,581,91,91,0
31,Cayuga & Onondaga (South) Counties PUMA,45358,23167,22191,43908,22071,21837,1450,1096,354,14554,6135,8419,14350,6011,8339,204,124,80,28671,15662,13009,27496,14751,12745,1175,911,264,2133,1370,763,2062,1309,753,71,61,10
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,42400,22952,19448,40942,22161,18781,1458,791,667,20423,9567,10856,20184,9480,10704,239,87,152,21705,13209,8496,20486,12505,7981,1219,704,515,272,176,96,272,176,96,0,0,0
33,Fulton & Montgomery Counties PUMA,40001,20319,19682,37455,18750,18705,2546,1569,977,7879,3117,4762,7702,2976,4726,177,141,36,27896,15117,12779,25938,13761,12177,1958,1356,602,4226,2085,2141,3815,2013,1802,411,72,339
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,66197,32926,33271,63492,31556,31936,2705,1370,1335,30015,14985,15030,29214,14629,14585,801,356,445,34730,17161,17569,33163,16257,16906,1567,904,663,1452,780,672,1115,670,445,337,110,227
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,35550,18634,16916,33916,17751,16165,1634,883,751,13303,5836,7467,12856,5553,7303,447,283,164,20879,11862,9017,19789,11359,8430,1090,503,587,1368,936,432,1271,839,432,97,97,0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,39681,19437,20244,36741,17639,19102,2940,1798,1142,7727,3101,4626,7651,3025,4626,76,76,0,29372,14859,14513,27441,13765,13676,1931,1094,837,2582,1477,1105,1649,849,800,933,628,305
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,42447,23814,18633,40562,22573,17989,1885,1241,644,16581,8433,8148,16082,8209,7873,499,224,275,24635,14366,10269,23249,13349,9900,1386,1017,369,1231,1015,216,1231,1015,216,0,0,0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",20533,10315,10218,17810,8830,8980,2723,1485,1238,4837,1671,3166,4471,1466,3005,366,205,161,12476,6414,6062,10865,5808,5057,1611,606,1005,3220,2230,990,2474,1556,918,746,674,72
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,8978,4826,4152,8733,4739,3994,245,87,158,3965,2020,1945,3807,2020,1787,158,0,158,4127,2231,1896,4040,2144,1896,87,87,0,886,575,311,886,575,311,0,0,0
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",54724,28287,26437,52122,26982,25140,2602,1305,1297,46859,22990,23869,45573,22444,23129,1286,546,740,6910,4681,2229,5969,4208,1761,941,473,468,955,616,339,580,330,250,375,286,89
41,Suffolk County (Central)--Islip Town (East) PUMA,40644,19524,21120,38323,18109,20214,2321,1415,906,18423,8141,10282,17797,7898,9899,626,243,383,21590,10752,10838,20071,9756,10315,1519,996,523,631,631,0,455,455,0,176,176,0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",23502,11257,12245,21425,9777,11648,2077,1480,597,11197,5412,5785,10343,4762,5581,854,650,204,11238,5236,6002,10312,4627,5685,926,609,317,1067,609,458,770,388,382,297,221,76
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",30187,16464,13723,28393,15345,13048,1794,1119,675,14156,6704,7452,13552,6349,7203,604,355,249,15289,9238,6051,14153,8528,5625,1136,710,426,742,522,220,688,468,220,54,54,0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,17406,10003,7403,16882,9831,7051,524,172,352,8844,5716,3128,8766,5679,3087,78,37,41,7118,3344,3774,6727,3264,3463,391,80,311,1444,943,501,1389,888,501,55,55,0
45,Saratoga County (Outer) PUMA,49350,26286,23064,47450,25537,21913,1900,749,1151,17853,8646,9207,17232,8307,8925,621,339,282,30587,16862,13725,29308,16452,12856,1279,410,869,910,778,132,910,778,132,0,0,0
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",24832,11882,12950,22685,10648,12037,2147,1234,913,6751,2775,3976,6374,2637,3737,377,138,239,16239,8183,8056,14701,7087,7614,1538,1096,442,1842,924,918,1610,924,686,232,0,232
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",19187,10284,8903,17883,9701,8182,1304,583,721,9525,4310,5215,8858,4051,4807,667,259,408,8992,5567,3425,8460,5348,3112,532,219,313,670,407,263,565,302,263,105,105,0
48,Wayne & Seneca Counties PUMA,48883,25640,23243,46402,23759,22643,2481,1881,600,11655,5378,6277,11423,5146,6277,232,232,0,34324,18158,16166,32269,16703,15566,2055,1455,600,2904,2104,800,2710,1910,800,194,194,0
49,Schenectady County--Schenectady City PUMA,52848,28222,24626,50556,26972,23584,2292,1250,1042,21479,10570,10909,21115,10540,10575,364,30,334,28758,16130,12628,26966,14988,11978,1792,1142,650,2611,1522,1089,2475,1444,1031,136,78,58
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,28339,15209,13130,27003,14241,12762,1336,968,368,17961,8553,9408,17578,8170,9408,383,383,0,9620,6327,3293,8720,5742,2978,900,585,315,758,329,429,705,329,376,53,0,53
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,28691,15929,12762,27745,15346,12399,946,583,363,21111,11690,9421,20348,11205,9143,763,485,278,7231,3988,3243,7048,3890,3158,183,98,85,349,251,98,349,251,98,0,0,0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,37128,20298,16830,33546,18418,15128,3582,1880,1702,13662,5961,7701,12238,5000,7238,1424,961,463,22079,13082,8997,20024,12266,7758,2055,816,1239,1387,1255,132,1284,1152,132,103,103,0
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",69985,40040,29945,67453,39272,28181,2532,768,1764,59951,34002,25949,58062,33655,24407,1889,347,1542,9357,5617,3740,8714,5196,3518,643,421,222,677,421,256,677,421,256,0,0,0
54,Columbia & Greene Counties PUMA,38027,19871,18156,37100,19339,17761,927,532,395,12830,6038,6792,12637,6038,6599,193,0,193,23444,12570,10874,23124,12452,10672,320,118,202,1753,1263,490,1339,849,490,414,414,0
55,Rensselaer County--Troy City PUMA,67811,35532,32279,64142,33287,30855,3669,2245,1424,22254,9816,12438,21473,9441,12032,781,375,406,42391,23053,19338,39884,21415,18469,2507,1638,869,3166,2663,503,2785,2431,354,381,232,149
56,Erie County (West Central)--Buffalo City (West) PUMA,37063,19817,17246,34960,18556,16404,2103,1261,842,19053,9526,9527,18109,9020,9089,944,506,438,16477,9290,7187,15377,8535,6842,1100,755,345,1533,1001,532,1474,1001,473,59,0,59
57,Erie County (South) PUMA,74161,38648,35513,71593,36977,34616,2568,1671,897,28543,13090,15453,27557,12255,15302,986,835,151,43361,23907,19454,41853,23145,18708,1508,762,746,2257,1651,606,2183,1577,606,74,74,0
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,50723,25462,25261,47003,23403,23600,3720,2059,1661,16067,7867,8200,15310,7541,7769,757,326,431,31383,15659,15724,29211,14271,14940,2172,1388,784,3273,1936,1337,2482,1591,891,791,345,446
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",55600,28681,26919,52978,26562,26416,2622,2119,503,31984,15246,16738,31778,15246,16532,206,0,206,20125,11701,8424,18098,9971,8127,2027,1730,297,3491,1734,1757,3102,1345,1757,389,389,0
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,14525,7297,7228,12096,5660,6436,2429,1637,792,4960,1889,3071,3882,1370,2512,1078,519,559,6884,3539,3345,6433,3321,3112,451,218,233,2681,1869,812,1781,969,812,900,900,0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,42311,19243,23068,37971,16721,21250,4340,2522,1818,20591,9148,11443,19355,8410,10945,1236,738,498,18308,7542,10766,15472,5758,9714,2836,1784,1052,3412,2553,859,3144,2553,591,268,0,268
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,31816,15938,15878,31345,15643,15702,471,295,176,18613,8916,9697,18357,8761,9596,256,155,101,12589,6819,5770,12449,6679,5770,140,140,0,614,203,411,539,203,336,75,0,75
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,22366,10795,11571,19246,8482,10764,3120,2313,807,5289,2593,2696,4969,2273,2696,320,320,0,14336,6320,8016,12518,5309,7209,1818,1011,807,2741,1882,859,1759,900,859,982,982,0
64,Albany County (East Central)--Albany City PUMA,35367,17872,17495,32745,16591,16154,2622,1281,1341,13908,6938,6970,13803,6938,6865,105,0,105,19253,9790,9463,17120,8818,8302,2133,972,1161,2206,1144,1062,1822,835,987,384,309,75
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,28992,16784,12208,27942,15975,11967,1050,809,241,15202,8067,7135,14639,7699,6940,563,368,195,13280,8444,4836,12793,8003,4790,487,441,46,510,273,237,510,273,237,0,0,0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,38729,19726,19003,36275,17950,18325,2454,1776,678,12205,4764,7441,11617,4470,7147,588,294,294,24742,13524,11218,23788,12954,10834,954,570,384,1782,1438,344,870,526,344,912,912,0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",30900,12041,18859,26579,10657,15922,4321,1384,2937,5269,2009,3260,5131,1871,3260,138,138,0,19182,7155,12027,16613,6367,10246,2569,788,1781,6449,2877,3572,4835,2419,2416,1614,458,1156
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",18747,8845,9902,16632,7729,8903,2115,1116,999,4554,1702,2852,4554,1702,2852,0,0,0,10910,4956,5954,9417,4183,5234,1493,773,720,3283,2187,1096,2661,1844,817,622,343,279
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",27147,13200,13947,25054,12057,12997,2093,1143,950,14497,6905,7592,13504,6258,7246,993,647,346,10830,4956,5874,9923,4653,5270,907,303,604,1820,1339,481,1627,1146,481,193,193,0
70,Erie County (Northeast) PUMA,45999,24239,21760,45560,23895,21665,439,344,95,21261,9902,11359,21139,9780,11359,122,122,0,23737,13336,10401,23420,13114,10306,317,222,95,1001,1001,0,1001,1001,0,0,0,0
71,NYC-Manhattan Community District 11--East Harlem PUMA,34054,15611,18443,30338,14130,16208,3716,1481,2235,16190,7141,9049,16051,7002,9049,139,139,0,15073,6596,8477,12134,5686,6448,2939,910,2029,2791,1874,917,2153,1442,711,638,432,206
72,Orange County (Southeast) PUMA,40606,23015,17591,39537,22372,17165,1069,643,426,17086,8742,8344,16980,8693,8287,106,49,57,21752,12885,8867,20789,12291,8498,963,594,369,1768,1388,380,1768,1388,380,0,0,0
73,Westchester County (Southeast) PUMA,28580,16094,12486,27011,15091,11920,1569,1003,566,20617,10929,9688,19840,10718,9122,777,211,566,7061,4263,2798,6668,3870,2798,393,393,0,902,902,0,503,503,0,399,399,0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,50929,27406,23523,48319,25580,22739,2610,1826,784,35633,18497,17136,34394,17580,16814,1239,917,322,13626,7973,5653,12485,7223,5262,1141,750,391,1670,936,734,1440,777,663,230,159,71
75,Livingston & Wyoming Counties PUMA,38405,19771,18634,36847,18879,17968,1558,892,666,8377,3377,5000,8226,3320,4906,151,57,94,27180,14879,12301,25809,14080,11729,1371,799,572,2848,1515,1333,2812,1479,1333,36,36,0
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,48634,24902,23732,46306,23287,23019,2328,1615,713,15114,6173,8941,14959,6081,8878,155,92,63,32206,17896,14310,30033,16373,13660,2173,1523,650,1314,833,481,1314,833,481,0,0,0
