,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Emp_mf_t,Total_emp_m,Total_emp_f,Total_UnEmp_mf_t,Total_UnEmp_m,Total_UnEmp_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Emp_mf_t,BABS_emp_m,BABS_emp_f,BABS_UnEmp_mf_t,BABS_UnEmp_m,BABS_UnEmp_f,Total_HS,Total_HS_m,Total_HS_f,HS_Emp_mf_t,HS_emp_m,HS_emp_f,HS_UnEmp_mf_t,HS_UnEmp_m,HS_UnEmp_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Emp_mf_t,HSINC_emp_m,HSINC_emp_f,HSINC_UnEmp_mf_t,HSINC_UnEmp_m,HSINC_UnEmp_f
0,Total Geo,637626,325946,311680,586405,297367,289038,51221,28579,22642,188868,82593,106275,180043,79230,100813,8825,3363,5462,376520,201169,175351,346778,183832,162946,29742,17337,12405,72238,42184,30054,59584,34305,25279,12654,7879,4775
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6311,3503,2808,6311,3503,2808,0,0,0,2187,1265,922,2187,1265,922,0,0,0,3603,2238,1365,3603,2238,1365,0,0,0,521,0,521,521,0,521,0,0,0
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,4573,2246,2327,4057,1810,2247,516,436,80,2362,1378,984,1926,942,984,436,436,0,1968,868,1100,1888,868,1020,80,0,80,243,0,243,243,0,243,0,0,0
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4191,2678,1513,4003,2490,1513,188,188,0,2075,1101,974,2075,1101,974,0,0,0,1828,1463,365,1754,1389,365,74,74,0,288,114,174,174,0,174,114,114,0
4,Madison & Cortland Counties PUMA,1040,617,423,941,518,423,99,99,0,444,152,292,444,152,292,0,0,0,552,421,131,453,322,131,99,99,0,44,44,0,44,44,0,0,0,0
5,Ontario & Yates Counties PUMA,1595,915,680,1171,717,454,424,198,226,495,309,186,495,309,186,0,0,0,1032,606,426,608,408,200,424,198,226,68,0,68,68,0,68,0,0,0
6,Monroe County (Central)--Greece & Gates Towns PUMA,2408,1956,452,2408,1956,452,0,0,0,112,0,112,112,0,112,0,0,0,2151,1811,340,2151,1811,340,0,0,0,145,145,0,145,145,0,0,0,0
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1989,1200,789,1919,1200,719,70,0,70,564,235,329,494,235,259,70,0,70,743,669,74,743,669,74,0,0,0,682,296,386,682,296,386,0,0,0
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",826,309,517,752,309,443,74,0,74,75,75,0,75,75,0,0,0,0,751,234,517,677,234,443,74,0,74,0,0,0,0,0,0,0,0,0
9,NYC-Manhattan Community District 8--Upper East Side PUMA,5279,2917,2362,5110,2748,2362,169,169,0,3406,2013,1393,3237,1844,1393,169,169,0,1873,904,969,1873,904,969,0,0,0,0,0,0,0,0,0,0,0,0
10,Suffolk County (Southwest)--Islip Town (South) PUMA,3183,1836,1347,3118,1836,1282,65,0,65,1001,457,544,936,457,479,65,0,65,1838,1035,803,1838,1035,803,0,0,0,344,344,0,344,344,0,0,0,0
11,Erie County (Northwest) PUMA,1744,696,1048,1555,576,979,189,120,69,323,0,323,254,0,254,69,0,69,1174,519,655,1054,399,655,120,120,0,247,177,70,247,177,70,0,0,0
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",4366,2214,2152,3863,2145,1718,503,69,434,1663,998,665,1585,998,587,78,0,78,1945,1216,729,1876,1147,729,69,69,0,758,0,758,402,0,402,356,0,356
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,8237,3610,4627,7424,3234,4190,813,376,437,1791,763,1028,1705,763,942,86,0,86,5767,2536,3231,5221,2160,3061,546,376,170,679,311,368,498,311,187,181,0,181
14,Rockland County (North)--New City & Congers PUMA,4049,2325,1724,3677,2325,1352,372,0,372,964,497,467,855,497,358,109,0,109,2747,1674,1073,2484,1674,810,263,0,263,338,154,184,338,154,184,0,0,0
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",919,537,382,688,537,151,231,0,231,189,72,117,189,72,117,0,0,0,466,432,34,466,432,34,0,0,0,264,33,231,33,33,0,231,0,231
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,6420,3222,3198,6196,3222,2974,224,0,224,2531,1016,1515,2531,1016,1515,0,0,0,2863,1704,1159,2714,1704,1010,149,0,149,1026,502,524,951,502,449,75,0,75
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,4009,1684,2325,3200,1061,2139,809,623,186,1453,178,1275,1267,178,1089,186,0,186,2174,1195,979,1862,883,979,312,312,0,382,311,71,71,0,71,311,311,0
18,Tompkins County PUMA,1327,457,870,1218,457,761,109,0,109,772,329,443,772,329,443,0,0,0,555,128,427,446,128,318,109,0,109,0,0,0,0,0,0,0,0,0
19,Dutchess County (Southwest) PUMA,4976,2234,2742,4530,1857,2673,446,377,69,1072,150,922,1072,150,922,0,0,0,3207,1818,1389,2761,1441,1320,446,377,69,697,266,431,697,266,431,0,0,0
20,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,12712,6449,6263,12206,6295,5911,506,154,352,3804,1789,2015,3650,1635,2015,154,154,0,8474,4385,4089,8122,4385,3737,352,0,352,434,275,159,434,275,159,0,0,0
21,Westchester County (Northwest) PUMA,6153,2865,3288,6153,2865,3288,0,0,0,2383,734,1649,2383,734,1649,0,0,0,3544,1905,1639,3544,1905,1639,0,0,0,226,226,0,226,226,0,0,0,0
22,Albany County (Outside Albany City) PUMA,2679,1078,1601,1950,740,1210,729,338,391,1136,244,892,1136,244,892,0,0,0,1453,744,709,724,406,318,729,338,391,90,90,0,90,90,0,0,0,0
23,Monroe County (South) PUMA,1342,754,588,1342,754,588,0,0,0,749,303,446,749,303,446,0,0,0,593,451,142,593,451,142,0,0,0,0,0,0,0,0,0,0,0,0
24,Jefferson & Lewis Counties PUMA,1601,1090,511,1384,1090,294,217,0,217,275,83,192,275,83,192,0,0,0,1326,1007,319,1109,1007,102,217,0,217,0,0,0,0,0,0,0,0,0
25,"Chenango, Delaware & Broome (East) Counties PUMA",605,407,198,384,186,198,221,221,0,222,112,110,222,112,110,0,0,0,300,212,88,142,54,88,158,158,0,83,83,0,20,20,0,63,63,0
26,Erie County (Central) PUMA,1369,692,677,1053,376,677,316,316,0,187,133,54,123,69,54,64,64,0,1182,559,623,930,307,623,252,252,0,0,0,0,0,0,0,0,0,0
27,St. Lawrence County PUMA,214,178,36,154,118,36,60,60,0,114,78,36,114,78,36,0,0,0,100,100,0,40,40,0,60,60,0,0,0,0,0,0,0,0,0,0
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",6895,3002,3893,5628,1867,3761,1267,1135,132,2735,1518,1217,2603,1518,1085,132,0,132,3079,586,2493,2493,0,2493,586,586,0,1081,898,183,532,349,183,549,549,0
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,1527,494,1033,1398,494,904,129,0,129,664,206,458,664,206,458,0,0,0,863,288,575,734,288,446,129,0,129,0,0,0,0,0,0,0,0,0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,8380,4730,3650,7473,4130,3343,907,600,307,3889,2101,1788,3740,1952,1788,149,149,0,3953,2091,1862,3286,1731,1555,667,360,307,538,538,0,447,447,0,91,91,0
31,Cayuga & Onondaga (South) Counties PUMA,463,346,117,311,194,117,152,152,0,0,0,0,0,0,0,0,0,0,463,346,117,311,194,117,152,152,0,0,0,0,0,0,0,0,0,0
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2290,1259,1031,2290,1259,1031,0,0,0,1454,753,701,1454,753,701,0,0,0,740,506,234,740,506,234,0,0,0,96,0,96,96,0,96,0,0,0
33,Fulton & Montgomery Counties PUMA,2622,1038,1584,2551,967,1584,71,71,0,293,64,229,293,64,229,0,0,0,1831,937,894,1760,866,894,71,71,0,498,37,461,498,37,461,0,0,0
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,1330,386,944,1209,386,823,121,0,121,357,241,116,357,241,116,0,0,0,631,145,486,510,145,365,121,0,121,342,0,342,342,0,342,0,0,0
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,5829,2971,2858,5230,2608,2622,599,363,236,720,52,668,720,52,668,0,0,0,4828,2728,2100,4229,2365,1864,599,363,236,281,191,90,281,191,90,0,0,0
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,501,279,222,430,279,151,71,0,71,99,0,99,99,0,99,0,0,0,300,177,123,229,177,52,71,0,71,102,102,0,102,102,0,0,0,0
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,5726,3564,2162,5436,3274,2162,290,290,0,1170,700,470,1170,700,470,0,0,0,4258,2566,1692,3968,2276,1692,290,290,0,298,298,0,298,298,0,0,0,0
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",13790,7293,6497,11979,6024,5955,1811,1269,542,2304,929,1375,2203,828,1375,101,101,0,9107,4519,4588,8071,4025,4046,1036,494,542,2379,1845,534,1705,1171,534,674,674,0
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,3539,1837,1702,3539,1837,1702,0,0,0,1132,633,499,1132,633,499,0,0,0,2096,1204,892,2096,1204,892,0,0,0,311,0,311,311,0,311,0,0,0
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3688,2260,1428,3085,1995,1090,603,265,338,2011,981,1030,1567,875,692,444,106,338,1523,1125,398,1376,978,398,147,147,0,154,154,0,142,142,0,12,12,0
41,Suffolk County (Central)--Islip Town (East) PUMA,2238,971,1267,2238,971,1267,0,0,0,780,386,394,780,386,394,0,0,0,1283,410,873,1283,410,873,0,0,0,175,175,0,175,175,0,0,0,0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",2491,1652,839,2179,1340,839,312,312,0,557,312,245,245,0,245,312,312,0,1687,1169,518,1687,1169,518,0,0,0,247,171,76,247,171,76,0,0,0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",3579,1544,2035,3045,1119,1926,534,425,109,1166,585,581,792,320,472,374,265,109,2143,737,1406,2037,631,1406,106,106,0,270,222,48,216,168,48,54,54,0
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,6906,3816,3090,6540,3761,2779,366,55,311,2229,1324,905,2229,1324,905,0,0,0,4144,2061,2083,3833,2061,1772,311,0,311,533,431,102,478,376,102,55,55,0
45,Saratoga County (Outer) PUMA,912,765,147,912,765,147,0,0,0,256,208,48,256,208,48,0,0,0,656,557,99,656,557,99,0,0,0,0,0,0,0,0,0,0,0,0
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",5150,2347,2803,4130,1989,2141,1020,358,662,918,269,649,679,269,410,239,0,239,3690,1784,1906,2997,1426,1571,693,358,335,542,294,248,454,294,160,88,0,88
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",2751,1319,1432,2590,1261,1329,161,58,103,744,307,437,744,307,437,0,0,0,1672,767,905,1569,767,802,103,0,103,335,245,90,277,187,90,58,58,0
48,Wayne & Seneca Counties PUMA,1200,531,669,890,424,466,310,107,203,483,281,202,483,281,202,0,0,0,626,159,467,316,52,264,310,107,203,91,91,0,91,91,0,0,0,0
49,Schenectady County--Schenectady City PUMA,1665,1175,490,1577,1175,402,88,0,88,158,158,0,158,158,0,0,0,0,1507,1017,490,1419,1017,402,88,0,88,0,0,0,0,0,0,0,0,0
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,4867,2279,2588,4809,2221,2588,58,58,0,2566,1190,1376,2508,1132,1376,58,58,0,2045,939,1106,2045,939,1106,0,0,0,256,150,106,256,150,106,0,0,0
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,2103,1255,848,2103,1255,848,0,0,0,414,215,199,414,215,199,0,0,0,1582,933,649,1582,933,649,0,0,0,107,107,0,107,107,0,0,0,0
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,6878,4289,2589,6330,4119,2211,548,170,378,1852,727,1125,1626,727,899,226,0,226,3957,2572,1385,3738,2505,1233,219,67,152,1069,990,79,966,887,79,103,103,0
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",6792,3506,3286,5925,3506,2419,867,0,867,3465,1585,1880,2598,1585,1013,867,0,867,2889,1602,1287,2889,1602,1287,0,0,0,438,319,119,438,319,119,0,0,0
54,Columbia & Greene Counties PUMA,113,84,29,113,84,29,0,0,0,0,0,0,0,0,0,0,0,0,113,84,29,113,84,29,0,0,0,0,0,0,0,0,0,0,0,0
55,Rensselaer County--Troy City PUMA,1604,979,625,1604,979,625,0,0,0,118,0,118,118,0,118,0,0,0,1400,893,507,1400,893,507,0,0,0,86,86,0,86,86,0,0,0,0
56,Erie County (West Central)--Buffalo City (West) PUMA,4856,3189,1667,4642,2975,1667,214,214,0,817,439,378,817,439,378,0,0,0,3684,2395,1289,3470,2181,1289,214,214,0,355,355,0,355,355,0,0,0,0
57,Erie County (South) PUMA,494,118,376,494,118,376,0,0,0,164,118,46,164,118,46,0,0,0,284,0,284,284,0,284,0,0,0,46,0,46,46,0,46,0,0,0
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,2217,754,1463,1709,632,1077,508,122,386,697,115,582,311,115,196,386,0,386,1009,332,677,1009,332,677,0,0,0,511,307,204,389,185,204,122,122,0
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",21807,10915,10892,19789,9259,10530,2018,1656,362,6233,2354,3879,6168,2354,3814,65,0,65,12601,7166,5435,11037,5899,5138,1564,1267,297,2973,1395,1578,2584,1006,1578,389,389,0
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,5449,3023,2426,4111,2123,1988,1338,900,438,1711,515,1196,1273,515,758,438,0,438,2584,1473,1111,2584,1473,1111,0,0,0,1154,1035,119,254,135,119,900,900,0
61,NYC-Manhattan Community District 10--Central Harlem PUMA,8495,5510,2985,7400,4515,2885,1095,995,100,2146,1332,814,1746,1009,737,400,323,77,4270,2263,2007,3598,1591,2007,672,672,0,2079,1915,164,2056,1915,141,23,0,23
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,3028,1237,1791,3028,1237,1791,0,0,0,896,200,696,896,200,696,0,0,0,1931,943,988,1931,943,988,0,0,0,201,94,107,201,94,107,0,0,0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,4838,2649,2189,3988,1950,2038,850,699,151,516,174,342,516,174,342,0,0,0,2778,1388,1390,2627,1388,1239,151,0,151,1544,1087,457,845,388,457,699,699,0
64,Albany County (East Central)--Albany City PUMA,2897,1723,1174,2635,1461,1174,262,262,0,790,325,465,790,325,465,0,0,0,1931,1222,709,1845,1136,709,86,86,0,176,176,0,0,0,0,176,176,0
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,3238,2095,1143,3192,2095,1097,46,0,46,1180,481,699,1180,481,699,0,0,0,2058,1614,444,2012,1614,398,46,0,46,0,0,0,0,0,0,0,0,0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,716,352,364,716,352,364,0,0,0,0,0,0,0,0,0,0,0,0,716,352,364,716,352,364,0,0,0,0,0,0,0,0,0,0,0,0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",16735,7027,9708,14260,6022,8238,2475,1005,1470,1865,661,1204,1865,661,1204,0,0,0,10356,4487,5869,8627,3699,4928,1729,788,941,4514,1879,2635,3768,1662,2106,746,217,529
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",9065,3979,5086,8279,3555,4724,786,424,362,2197,1062,1135,2197,1062,1135,0,0,0,5198,1890,3308,4613,1554,3059,585,336,249,1670,1027,643,1469,939,530,201,88,113
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",11708,6041,5667,10870,5545,5325,838,496,342,3916,1636,2280,3916,1636,2280,0,0,0,6555,3258,3297,5910,2955,2955,645,303,342,1237,1147,90,1044,954,90,193,193,0
70,Erie County (Northeast) PUMA,457,400,57,457,400,57,0,0,0,224,224,0,224,224,0,0,0,0,233,176,57,233,176,57,0,0,0,0,0,0,0,0,0,0,0,0
71,NYC-Manhattan Community District 11--East Harlem PUMA,11835,5398,6437,10630,4911,5719,1205,487,718,4325,1252,3073,4186,1113,3073,139,139,0,6420,3144,3276,5354,2796,2558,1066,348,718,1090,1002,88,1090,1002,88,0,0,0
72,Orange County (Southeast) PUMA,6557,3793,2764,6505,3741,2764,52,52,0,1461,563,898,1461,563,898,0,0,0,4924,3058,1866,4872,3006,1866,52,52,0,172,172,0,172,172,0,0,0,0
73,Westchester County (Southeast) PUMA,2962,1504,1458,2831,1373,1458,131,131,0,1762,782,980,1762,782,980,0,0,0,1200,722,478,1069,591,478,131,131,0,0,0,0,0,0,0,0,0,0
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,8344,4401,3943,7634,3793,3841,710,608,102,3995,1667,2328,3876,1579,2297,119,88,31,3748,2393,1355,3327,1972,1355,421,421,0,601,341,260,431,242,189,170,99,71
75,Livingston & Wyoming Counties PUMA,397,366,31,397,366,31,0,0,0,91,80,11,91,80,11,0,0,0,125,105,20,125,105,20,0,0,0,181,181,0,181,181,0,0,0,0
