,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",11235,5658,5577,9719,4660,5059,1516,998,518,2530,1252,1278,2497,1252,1245,33,0,33,7556,3561,3995,6554,3044,3510,1002,517,485,1149,845,304,668,364,304,481,481,0
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",2526,1254,1272,2039,935,1104,487,319,168,870,422,448,763,360,403,107,62,45,1386,676,710,1064,477,587,322,199,123,270,156,114,212,98,114,58,58,0
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",12802,6528,6274,10316,5613,4703,2486,915,1571,5066,2348,2718,4009,1535,2474,1057,813,244,5688,2817,2871,4686,2715,1971,1002,102,900,2048,1363,685,1621,1363,258,427,0,427
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,9834,4852,4982,8368,4148,4220,1466,704,762,3121,1237,1884,2661,1000,1661,460,237,223,5896,2953,2943,5060,2656,2404,836,297,539,817,662,155,647,492,155,170,170,0
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,1374,735,639,916,735,181,458,0,458,237,124,113,237,124,113,0,0,0,559,435,124,503,435,68,56,0,56,578,176,402,176,176,0,402,0,402
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",3184,1574,1610,2575,1352,1223,609,222,387,2782,1172,1610,2395,1172,1223,387,0,387,180,180,0,180,180,0,0,0,0,222,222,0,0,0,0,222,222,0
83,"Chenango, Delaware & Broome (East) Counties PUMA",999,485,514,758,293,465,241,192,49,70,0,70,70,0,70,0,0,0,929,485,444,688,293,395,241,192,49,0,0,0,0,0,0,0,0,0
84,Orange County (Northwest) PUMA,6329,3977,2352,5318,3257,2061,1011,720,291,829,253,576,733,157,576,96,96,0,4946,3170,1776,4101,2616,1485,845,554,291,554,554,0,484,484,0,70,70,0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,7112,3906,3206,6432,3906,2526,680,0,680,2266,940,1326,2126,940,1186,140,0,140,4102,2700,1402,3562,2700,862,540,0,540,744,266,478,744,266,478,0,0,0
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,1232,627,605,911,627,284,321,0,321,511,279,232,318,279,39,193,0,193,533,240,293,405,240,165,128,0,128,188,108,80,188,108,80,0,0,0
87,Dutchess County (North & East) PUMA,2119,1026,1093,1851,813,1038,268,213,55,904,444,460,738,333,405,166,111,55,1140,507,633,1038,405,633,102,102,0,75,75,0,75,75,0,0,0,0
88,Putnam County PUMA,2962,1784,1178,2602,1784,818,360,0,360,1206,744,462,1145,744,401,61,0,61,1264,918,346,1025,918,107,239,0,239,492,122,370,432,122,310,60,0,60
89,Albany County (Outside Albany City) PUMA,2452,1615,837,2059,1388,671,393,227,166,434,101,333,434,101,333,0,0,0,1821,1317,504,1428,1090,338,393,227,166,197,197,0,197,197,0,0,0,0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",15843,8090,7753,13478,7860,5618,2365,230,2135,5556,2269,3287,5291,2213,3078,265,56,209,9381,5270,4111,7422,5096,2326,1959,174,1785,906,551,355,765,551,214,141,0,141
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,5846,3485,2361,4760,2879,1881,1086,606,480,865,491,374,804,491,313,61,0,61,4188,2532,1656,3400,2088,1312,788,444,344,793,462,331,556,300,256,237,162,75
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",1787,835,952,1629,835,794,158,0,158,840,232,608,767,232,535,73,0,73,714,464,250,629,464,165,85,0,85,233,139,94,233,139,94,0,0,0
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,3527,1398,2129,3040,1270,1770,487,128,359,1635,772,863,1373,772,601,262,0,262,1795,626,1169,1667,498,1169,128,128,0,97,0,97,0,0,0,97,0,97
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,1249,679,570,1007,679,328,242,0,242,514,162,352,352,162,190,162,0,162,735,517,218,655,517,138,80,0,80,0,0,0,0,0,0,0,0,0
95,Oswego County PUMA,626,332,294,626,332,294,0,0,0,0,0,0,0,0,0,0,0,0,543,249,294,543,249,294,0,0,0,83,83,0,83,83,0,0,0,0
96,Rensselaer County--Troy City PUMA,3030,1325,1705,2308,1049,1259,722,276,446,459,419,40,419,419,0,40,0,40,2571,906,1665,1889,630,1259,682,276,406,0,0,0,0,0,0,0,0,0
97,Saratoga County (Outer) PUMA,1059,1059,0,1059,1059,0,0,0,0,560,560,0,560,560,0,0,0,0,499,499,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,153,153,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Monroe County (East) PUMA,2258,967,1291,1769,875,894,489,92,397,943,421,522,534,329,205,409,92,317,1235,546,689,1235,546,689,0,0,0,80,0,80,0,0,0,80,0,80
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",3536,1813,1723,3122,1565,1557,414,248,166,827,183,644,827,183,644,0,0,0,2709,1630,1079,2295,1382,913,414,248,166,0,0,0,0,0,0,0,0,0
101,Erie County (South) PUMA,936,319,617,873,319,554,63,0,63,345,156,189,345,156,189,0,0,0,591,163,428,528,163,365,63,0,63,0,0,0,0,0,0,0,0,0
102,Monroe County (Central)--Greece & Gates Towns PUMA,1656,660,996,1123,478,645,533,182,351,175,0,175,175,0,175,0,0,0,1152,596,556,619,414,205,533,182,351,329,64,265,329,64,265,0,0,0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,7540,3803,3737,5652,3803,1849,1888,0,1888,2484,1172,1312,2307,1172,1135,177,0,177,4597,2631,1966,3062,2631,431,1535,0,1535,459,0,459,283,0,283,176,0,176
104,NYC-Manhattan Community District 11--East Harlem PUMA,12169,6267,5902,9369,5006,4363,2800,1261,1539,3800,1087,2713,3247,1087,2160,553,0,553,6352,3163,3189,4661,2458,2203,1691,705,986,2017,2017,0,1461,1461,0,556,556,0
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",8265,4429,3836,6545,4038,2507,1720,391,1329,2336,703,1633,1931,592,1339,405,111,294,4651,3134,1517,4022,2854,1168,629,280,349,1278,592,686,592,592,0,686,0,686
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,8663,4758,3905,7324,4393,2931,1339,365,974,5406,3126,2280,4878,2837,2041,528,289,239,2218,961,1257,1701,885,816,517,76,441,1039,671,368,745,671,74,294,0,294
107,Onondaga County (North) PUMA,797,293,504,436,293,143,361,0,361,495,134,361,134,134,0,361,0,361,302,159,143,302,159,143,0,0,0,0,0,0,0,0,0,0,0,0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,3945,2364,1581,2837,1716,1121,1108,648,460,1331,524,807,1107,376,731,224,148,76,2023,1338,685,1414,1113,301,609,225,384,591,502,89,316,227,89,275,275,0
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",2828,1813,1015,2566,1813,753,262,0,262,1566,748,818,1304,748,556,262,0,262,1262,1065,197,1262,1065,197,0,0,0,0,0,0,0,0,0,0,0,0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,2850,1579,1271,1919,1454,465,931,125,806,928,633,295,508,508,0,420,125,295,1278,946,332,1278,946,332,0,0,0,644,0,644,133,0,133,511,0,511
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",10348,6041,4307,9037,5142,3895,1311,899,412,3060,867,2193,2799,606,2193,261,261,0,5465,3818,1647,4578,3239,1339,887,579,308,1823,1356,467,1660,1297,363,163,59,104
112,Erie County (Northeast) PUMA,435,350,85,435,350,85,0,0,0,172,87,85,172,87,85,0,0,0,216,216,0,216,216,0,0,0,0,47,47,0,47,47,0,0,0,0
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,4435,1897,2538,3632,1802,1830,803,95,708,2710,985,1725,2400,890,1510,310,95,215,865,396,469,716,396,320,149,0,149,860,516,344,516,516,0,344,0,344
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,8281,4378,3903,7149,4023,3126,1132,355,777,2473,783,1690,2212,783,1429,261,0,261,5044,2927,2117,4173,2572,1601,871,355,516,764,668,96,764,668,96,0,0,0
115,Fulton & Montgomery Counties PUMA,2810,1916,894,2076,1700,376,734,216,518,297,211,86,297,211,86,0,0,0,2315,1705,610,1779,1489,290,536,216,320,198,0,198,0,0,0,198,0,198
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,1288,622,666,1288,622,666,0,0,0,145,0,145,145,0,145,0,0,0,1143,622,521,1143,622,521,0,0,0,0,0,0,0,0,0,0,0,0
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",330,116,214,242,116,126,88,0,88,0,0,0,0,0,0,0,0,0,264,116,148,242,116,126,22,0,22,66,0,66,0,0,0,66,0,66
118,NYC-Brooklyn Community District 4--Bushwick PUMA,11451,6283,5168,9592,5578,4014,1859,705,1154,3849,1848,2001,3412,1540,1872,437,308,129,6030,3638,2392,5206,3450,1756,824,188,636,1572,797,775,974,588,386,598,209,389
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",5835,3239,2596,4515,2397,2118,1320,842,478,4233,2384,1849,3943,2384,1559,290,0,290,1414,855,559,572,13,559,842,842,0,188,0,188,0,0,0,188,0,188
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",5218,2346,2872,4588,2050,2538,630,296,334,3720,1269,2451,3427,1269,2158,293,0,293,1365,1077,288,1069,781,288,296,296,0,133,0,133,92,0,92,41,0,41
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,5174,2304,2870,4389,1923,2466,785,381,404,2133,818,1315,1716,728,988,417,90,327,2710,1229,1481,2342,938,1404,368,291,77,331,257,74,331,257,74,0,0,0
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,7279,4266,3013,6414,4085,2329,865,181,684,1963,703,1260,1880,703,1177,83,0,83,4854,3258,1596,4229,3077,1152,625,181,444,462,305,157,305,305,0,157,0,157
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,4065,2596,1469,3745,2596,1149,320,0,320,1797,943,854,1684,943,741,113,0,113,1362,747,615,1155,747,408,207,0,207,906,906,0,906,906,0,0,0,0
124,Orange County (Southeast) PUMA,3709,2357,1352,3248,2357,891,461,0,461,593,313,280,593,313,280,0,0,0,2552,1636,916,2247,1636,611,305,0,305,564,408,156,408,408,0,156,0,156
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,1201,652,549,1120,652,468,81,0,81,899,596,303,899,596,303,0,0,0,221,56,165,221,56,165,0,0,0,81,0,81,0,0,0,81,0,81
126,Suffolk County (Northwest)--Smithtown Town PUMA,1478,598,880,1107,598,509,371,0,371,776,254,522,661,254,407,115,0,115,635,344,291,379,344,35,256,0,256,67,0,67,67,0,67,0,0,0
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",964,255,709,662,117,545,302,138,164,407,67,340,407,67,340,0,0,0,343,138,205,205,0,205,138,138,0,214,50,164,50,50,0,164,0,164
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",21275,8984,12291,16149,7343,8806,5126,1641,3485,4950,1858,3092,4005,1400,2605,945,458,487,13555,5497,8058,10444,4639,5805,3111,858,2253,2770,1629,1141,1700,1304,396,1070,325,745
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,8506,4949,3557,6883,3891,2992,1623,1058,565,2509,1111,1398,2119,1049,1070,390,62,328,5585,3776,1809,4468,2780,1688,1117,996,121,412,62,350,296,62,234,116,0,116
130,Westchester County (Southwest)--Yonkers City PUMA,14340,6747,7593,12490,6008,6482,1850,739,1111,5104,1936,3168,4356,1799,2557,748,137,611,7082,3172,3910,6394,2801,3593,688,371,317,2154,1639,515,1740,1408,332,414,231,183
131,Broome (Outer West) & Tioga Counties PUMA,572,245,327,572,245,327,0,0,0,365,38,327,365,38,327,0,0,0,93,93,0,93,93,0,0,0,0,114,114,0,114,114,0,0,0,0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,5277,2438,2839,3998,1709,2289,1279,729,550,2843,1332,1511,2336,1056,1280,507,276,231,1825,646,1179,1339,479,860,486,167,319,609,460,149,323,174,149,286,286,0
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",14725,8250,6475,13923,7791,6132,802,459,343,3751,1418,2333,3620,1287,2333,131,131,0,8988,5152,3836,8684,5103,3581,304,49,255,1986,1680,306,1619,1401,218,367,279,88
134,NYC-Manhattan Community District 10--Central Harlem PUMA,7202,2745,4457,5575,2136,3439,1627,609,1018,3139,774,2365,2736,774,1962,403,0,403,3281,1622,1659,2353,1140,1213,928,482,446,782,349,433,486,222,264,296,127,169
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",3638,1891,1747,2952,1495,1457,686,396,290,1595,823,772,1527,823,704,68,0,68,2043,1068,975,1425,672,753,618,396,222,0,0,0,0,0,0,0,0,0
136,Erie County (Northwest) PUMA,925,556,369,785,454,331,140,102,38,365,102,263,263,0,263,102,102,0,560,454,106,522,454,68,38,0,38,0,0,0,0,0,0,0,0,0
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,4120,2298,1822,3800,2162,1638,320,136,184,1157,351,806,1157,351,806,0,0,0,2379,1406,973,2059,1270,789,320,136,184,584,541,43,584,541,43,0,0,0
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,2313,1226,1087,1634,831,803,679,395,284,961,343,618,881,343,538,80,0,80,1246,883,363,753,488,265,493,395,98,106,0,106,0,0,0,106,0,106
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",4810,2337,2473,4576,2205,2371,234,132,102,1704,593,1111,1572,461,1111,132,132,0,3106,1744,1362,3004,1744,1260,102,0,102,0,0,0,0,0,0,0,0,0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,5343,3211,2132,4442,2527,1915,901,684,217,1890,635,1255,1756,576,1180,134,59,75,3303,2426,877,2595,1860,735,708,566,142,150,150,0,91,91,0,59,59,0
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,3711,2122,1589,3404,2008,1396,307,114,193,1066,319,747,973,319,654,93,0,93,2584,1742,842,2370,1628,742,214,114,100,61,61,0,61,61,0,0,0,0
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,1971,1971,0,1749,1749,0,222,222,0,1288,1288,0,1288,1288,0,0,0,0,618,618,0,396,396,0,222,222,0,65,65,0,65,65,0,0,0,0
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,4863,2566,2297,3966,2178,1788,897,388,509,1556,617,939,1366,569,797,190,48,142,3034,1676,1358,2466,1475,991,568,201,367,273,273,0,134,134,0,139,139,0
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,2881,1384,1497,2378,1384,994,503,0,503,1400,498,902,991,498,493,409,0,409,1196,601,595,1102,601,501,94,0,94,285,285,0,285,285,0,0,0,0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,3715,2153,1562,3444,2153,1291,271,0,271,1546,846,700,1465,846,619,81,0,81,1979,1307,672,1979,1307,672,0,0,0,190,0,190,0,0,0,190,0,190
146,Capital Region,13651,6805,6846,11134,5951,5183,2517,854,1663,3314,1741,1573,3065,1646,1419,249,95,154,10033,4809,5224,7765,4050,3715,2268,759,1509,304,255,49,304,255,49,0,0,0
147,Central NY,6223,3435,2788,4493,2775,1718,1730,660,1070,1844,812,1032,1259,672,587,585,140,445,3592,2265,1327,2948,1844,1104,644,421,223,787,358,429,286,259,27,501,99,402
148,Finger Lakes,21147,10583,10564,17396,9232,8164,3751,1351,2400,4191,2075,2116,3498,1804,1694,693,271,422,13010,5950,7060,10518,5274,5244,2492,676,1816,3946,2558,1388,3380,2154,1226,566,404,162
149,Long Island,87145,48354,38791,74921,43666,31255,12224,4688,7536,35087,15445,19642,31181,14669,16512,3906,776,3130,45551,28379,17172,38194,24723,13471,7357,3656,3701,6507,4530,1977,5546,4274,1272,961,256,705
150,Mid-Hudson,85602,48244,37358,73520,42836,30684,12082,5408,6674,29184,13374,15810,26025,12267,13758,3159,1107,2052,49736,29845,19891,41947,26089,15858,7789,3756,4033,6682,5025,1657,5548,4480,1068,1134,545,589
151,Mohawk Valley,7821,5017,2804,6231,4163,2068,1590,854,736,1423,302,1121,1302,302,1000,121,0,121,5431,4016,1415,4423,3425,998,1008,591,417,967,699,268,506,436,70,461,263,198
152,New York City,429302,216448,212854,354232,185980,168252,75070,30468,44602,145254,60219,85035,129465,54804,74661,15789,5415,10374,238572,128657,109915,192295,109068,83227,46277,19589,26688,45476,27572,17904,32472,22108,10364,13004,5464,7540
153,North Country,4027,2593,1434,3786,2565,1221,241,28,213,1114,554,560,901,554,347,213,0,213,2758,1884,874,2730,1856,874,28,28,0,155,155,0,155,155,0,0,0,0
154,Southern Tier,6270,2328,3942,5035,1552,3483,1235,776,459,2006,108,1898,1960,62,1898,46,46,0,4019,2041,1978,2896,1311,1585,1123,730,393,245,179,66,179,179,0,66,0,66
155,Western NY,20094,9579,10515,17404,8391,9013,2690,1188,1502,4041,1578,2463,3939,1476,2463,102,102,0,13613,7015,6598,11558,6176,5382,2055,839,1216,2440,986,1454,1907,739,1168,533,247,286
