,puma,Total_geo,Total_geo_m,Total_geo_f,Total_FT_mf_t,Total_FT_m,Total_FT_f,Total_PT_mf_t,Total_PT_m,Total_PT_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_FT_mf_t,BABS_FT_m,BABS_FT_f,BABS_PT_mf_t,BABS_PT_m,BABS_PT_f,Total_HS,Total_HS_m,Total_HS_f,HS_FT_mf_t,HS_FT_m,HS_FT_f,HS_PT_mf_t,HS_PT_m,HS_PT_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_FT_mf_t,HSINC_FT_m,HSINC_FT_f,HSINC_PT_mf_t,HSINC_PT_m,HSINC_PT_f
0,Total Geo,5693515,2906113,2787402,4778226,2588175,2190051,915289,317938,597351,2696646,1242617,1454029,2357248,1143271,1213977,339398,99346,240052,2753897,1511572,1242325,2245664,1327452,918212,508233,184120,324113,242972,151924,91048,175314,117452,57862,67658,34472,33186
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",30564,16112,14452,26257,13558,12699,4307,2554,1753,20034,9435,10599,17284,8002,9282,2750,1433,1317,10075,6418,3657,8575,5297,3278,1500,1121,379,455,259,196,398,259,139,57,0,57
2,Ulster County (East) PUMA,56944,29739,27205,45595,25528,20067,11349,4211,7138,18781,7605,11176,15402,6842,8560,3379,763,2616,35550,20429,15121,28187,17261,10926,7363,3168,4195,2613,1705,908,2006,1425,581,607,280,327
3,Albany County (East Central)--Albany City PUMA,32452,16239,16213,24909,13721,11188,7543,2518,5025,15851,8008,7843,13251,6712,6539,2600,1296,1304,15031,7706,7325,10975,6484,4491,4056,1222,2834,1570,525,1045,683,525,158,887,0,887
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,37142,19047,18095,30431,15879,14552,6711,3168,3543,11503,6023,5480,10701,5886,4815,802,137,665,23786,11427,12359,19201,9648,9553,4585,1779,2806,1853,1597,256,529,345,184,1324,1252,72
5,Ontario & Yates Counties PUMA,54206,26505,27701,44472,23323,21149,9734,3182,6552,22252,9097,13155,18103,7586,10517,4149,1511,2638,29628,15610,14018,24365,14034,10331,5263,1576,3687,2326,1798,528,2004,1703,301,322,95,227
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,35165,19398,15767,30260,17530,12730,4905,1868,3037,16364,7421,8943,14428,6952,7476,1936,469,1467,18137,11378,6759,15409,10155,5254,2728,1223,1505,664,599,65,423,423,0,241,176,65
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,50271,25057,25214,41154,22469,18685,9117,2588,6529,26525,12154,14371,22528,11631,10897,3997,523,3474,22474,12106,10368,17652,10041,7611,4822,2065,2757,1272,797,475,974,797,177,298,0,298
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",62534,33420,29114,51031,29186,21845,11503,4234,7269,19108,7230,11878,15917,6403,9514,3191,827,2364,40684,24227,16457,33028,21088,11940,7656,3139,4517,2742,1963,779,2086,1695,391,656,268,388
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,51723,28116,23607,42248,24291,17957,9475,3825,5650,16815,8396,8419,14527,7867,6660,2288,529,1759,32573,18053,14520,25961,15176,10785,6612,2877,3735,2335,1667,668,1760,1248,512,575,419,156
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",27781,11479,16302,22264,9087,13177,5517,2392,3125,5544,1799,3745,4829,1799,3030,715,0,715,18166,7646,10520,15117,6373,8744,3049,1273,1776,4071,2034,2037,2318,915,1403,1753,1119,634
11,Livingston & Wyoming Counties PUMA,37993,20188,17805,32598,18602,13996,5395,1586,3809,9481,4013,5468,8282,3788,4494,1199,225,974,27071,15480,11591,23401,14271,9130,3670,1209,2461,1441,695,746,915,543,372,526,152,374
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,46927,20854,26073,40849,18222,22627,6078,2632,3446,35464,15408,20056,33022,14761,18261,2442,647,1795,9777,4739,5038,7267,2999,4268,2510,1740,770,1686,707,979,560,462,98,1126,245,881
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,30475,15356,15119,26094,13776,12318,4381,1580,2801,12114,4505,7609,10982,3986,6996,1132,519,613,16934,10088,6846,13882,9224,4658,3052,864,2188,1427,763,664,1230,566,664,197,197,0
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,38335,18760,19575,30188,15213,14975,8147,3547,4600,13220,6768,6452,11253,5748,5505,1967,1020,947,22899,11040,11859,17849,9172,8677,5050,1868,3182,2216,952,1264,1086,293,793,1130,659,471
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,28407,15362,13045,24108,13947,10161,4299,1415,2884,22792,12315,10477,19281,10987,8294,3511,1328,2183,5240,2844,2396,4584,2829,1755,656,15,641,375,203,172,243,131,112,132,72,60
16,Monroe County (Central)--Rochester City (East) PUMA,36507,18191,18316,28823,14370,14453,7684,3821,3863,15825,7747,8078,13812,6774,7038,2013,973,1040,17426,9074,8352,12587,6650,5937,4839,2424,2415,3256,1370,1886,2424,946,1478,832,424,408
17,Westchester County (Northwest) PUMA,44407,23439,20968,37016,20640,16376,7391,2799,4592,27460,12403,15057,23188,11233,11955,4272,1170,3102,15526,9992,5534,12975,8839,4136,2551,1153,1398,1421,1044,377,853,568,285,568,476,92
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,24779,9006,15773,19807,7047,12760,4972,1959,3013,5653,1330,4323,5148,1262,3886,505,68,437,16330,6413,9917,12843,4853,7990,3487,1560,1927,2796,1263,1533,1816,932,884,980,331,649
19,Onondaga County (Central)--Syracuse City PUMA,37718,19780,17938,29515,16657,12858,8203,3123,5080,11865,5208,6657,10066,4845,5221,1799,363,1436,22774,12621,10153,17108,10213,6895,5666,2408,3258,3079,1951,1128,2341,1599,742,738,352,386
20,Westchester County (Northeast) PUMA,43917,23349,20568,35955,22237,13718,7962,1112,6850,32485,16540,15945,27138,15704,11434,5347,836,4511,10951,6580,4371,8588,6304,2284,2363,276,2087,481,229,252,229,229,0,252,0,252
21,Madison & Cortland Counties PUMA,43415,22449,20966,37462,20217,17245,5953,2232,3721,12765,5281,7484,11432,4800,6632,1333,481,852,28098,15035,13063,23580,13335,10245,4518,1700,2818,2552,2133,419,2450,2082,368,102,51,51
22,Erie County (West Central)--Buffalo City (West) PUMA,38361,18771,19590,31909,16109,15800,6452,2662,3790,20891,8905,11986,17965,7815,10150,2926,1090,1836,15642,8930,6712,12766,7507,5259,2876,1423,1453,1828,936,892,1178,787,391,650,149,501
23,Monroe County (Central)--Rochester City (West) PUMA,25745,11952,13793,20381,9472,10909,5364,2480,2884,6873,3090,3783,6016,2829,3187,857,261,596,16716,7327,9389,12857,5653,7204,3859,1674,2185,2156,1535,621,1508,990,518,648,545,103
24,Suffolk County (Central)--Islip Town (East) PUMA,39818,20807,19011,35561,19740,15821,4257,1067,3190,18609,8025,10584,17167,7568,9599,1442,457,985,20342,12517,7825,18138,12049,6089,2204,468,1736,867,265,602,256,123,133,611,142,469
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,35365,18352,17013,29677,17000,12677,5688,1352,4336,23072,11410,11662,19985,10797,9188,3087,613,2474,11782,6616,5166,9181,5877,3304,2601,739,1862,511,326,185,511,326,185,0,0,0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",13881,7199,6682,11566,6144,5422,2315,1055,1260,3366,1418,1948,3171,1418,1753,195,0,195,8794,4680,4114,7342,4069,3273,1452,611,841,1721,1101,620,1053,657,396,668,444,224
27,St. Lawrence County PUMA,38068,20053,18015,32291,18185,14106,5777,1868,3909,10253,4308,5945,9193,3951,5242,1060,357,703,26068,14748,11320,21937,13491,8446,4131,1257,2874,1747,997,750,1161,743,418,586,254,332
28,Columbia & Greene Counties PUMA,40625,20478,20147,32862,17324,15538,7763,3154,4609,13919,5956,7963,12004,4920,7084,1915,1036,879,25314,13834,11480,20232,11915,8317,5082,1919,3163,1392,688,704,626,489,137,766,199,567
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,58350,28581,29769,51021,25886,25135,7329,2695,4634,48320,23212,25108,44187,21657,22530,4133,1555,2578,8725,4907,3818,5913,3919,1994,2812,988,1824,1305,462,843,921,310,611,384,152,232
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",25298,12570,12728,21124,11382,9742,4174,1188,2986,13942,6467,7475,12159,6168,5991,1783,299,1484,10659,5612,5047,8580,4923,3657,2079,689,1390,697,491,206,385,291,94,312,200,112
31,Monroe County (North & West) PUMA,46070,23333,22737,38363,20919,17444,7707,2414,5293,19747,8723,11024,17069,7960,9109,2678,763,1915,24912,14154,10758,20578,12518,8060,4334,1636,2698,1411,456,955,716,441,275,695,15,680
32,Schenectady County--Schenectady City PUMA,56429,28133,28296,48532,25883,22649,7897,2250,5647,22829,9327,13502,19618,8669,10949,3211,658,2553,30404,17348,13056,25919,15957,9962,4485,1391,3094,3196,1458,1738,2995,1257,1738,201,201,0
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",21011,11959,9052,13891,8981,4910,7120,2978,4142,7691,4068,3623,5865,3493,2372,1826,575,1251,11281,6407,4874,7069,4531,2538,4212,1876,2336,2039,1484,555,957,957,0,1082,527,555
34,Niagara County (North & East) PUMA,43335,21895,21440,35540,19214,16326,7795,2681,5114,13545,5760,7785,11874,5383,6491,1671,377,1294,28315,15496,12819,22656,13419,9237,5659,2077,3582,1475,639,836,1010,412,598,465,227,238
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,50792,24823,25969,44232,22488,21744,6560,2335,4225,17242,6848,10394,15858,6768,9090,1384,80,1304,32766,17727,15039,27702,15472,12230,5064,2255,2809,784,248,536,672,248,424,112,0,112
36,Suffolk County (East) PUMA,40619,22330,18289,34020,20923,13097,6599,1407,5192,22225,11235,10990,18919,10372,8547,3306,863,2443,17301,10255,7046,14329,9871,4458,2972,384,2588,1093,840,253,772,680,92,321,160,161
37,Warren & Washington Counties PUMA,50592,25903,24689,40049,21417,18632,10543,4486,6057,15648,6938,8710,13292,6315,6977,2356,623,1733,32424,17136,15288,25153,13795,11358,7271,3341,3930,2520,1829,691,1604,1307,297,916,522,394
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,23720,12251,11469,20844,11042,9802,2876,1209,1667,16245,8435,7810,14834,7726,7108,1411,709,702,6990,3508,3482,5525,3008,2517,1465,500,965,485,308,177,485,308,177,0,0,0
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",28988,14295,14693,23615,12330,11285,5373,1965,3408,17424,8369,9055,15235,7865,7370,2189,504,1685,10493,5328,5165,7613,4082,3531,2880,1246,1634,1071,598,473,767,383,384,304,215,89
40,Westchester County (Central)--White Plains City PUMA,45733,23395,22338,39389,21876,17513,6344,1519,4825,33233,16808,16425,29245,16097,13148,3988,711,3277,12467,6554,5913,10111,5746,4365,2356,808,1548,33,33,0,33,33,0,0,0,0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",25967,11672,14295,19833,9324,10509,6134,2348,3786,5919,2649,3270,5305,2649,2656,614,0,614,16490,7125,9365,11980,5193,6787,4510,1932,2578,3558,1898,1660,2548,1482,1066,1010,416,594
42,Erie County (North Central) PUMA,42564,20384,22180,37011,18560,18451,5553,1824,3729,27630,12634,14996,24389,11795,12594,3241,839,2402,14575,7507,7068,12392,6651,5741,2183,856,1327,359,243,116,230,114,116,129,129,0
43,Chautauqua County PUMA,46666,24473,22193,37523,21680,15843,9143,2793,6350,12972,5367,7605,10807,4560,6247,2165,807,1358,30645,17167,13478,24474,15390,9084,6171,1777,4394,3049,1939,1110,2242,1730,512,807,209,598
44,Dutchess County (Southwest) PUMA,57554,30250,27304,47058,26621,20437,10496,3629,6867,22217,9529,12688,18500,8415,10085,3717,1114,2603,33235,19635,13600,27133,17400,9733,6102,2235,3867,2102,1086,1016,1425,806,619,677,280,397
45,Westchester County (Southeast) PUMA,30018,17042,12976,25078,15203,9875,4940,1839,3101,22522,12474,10048,19208,11539,7669,3314,935,2379,6922,4149,2773,5503,3452,2051,1419,697,722,574,419,155,367,212,155,207,207,0
46,Rockland County (North)--New City & Congers PUMA,29307,15963,13344,24269,14348,9921,5038,1615,3423,15265,6658,8607,12816,6430,6386,2449,228,2221,12766,8119,4647,10376,6841,3535,2390,1278,1112,1276,1186,90,1077,1077,0,199,109,90
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,29466,15135,14331,25820,13622,12198,3646,1513,2133,12288,6931,5357,11135,6560,4575,1153,371,782,16242,7565,8677,13749,6423,7326,2493,1142,1351,936,639,297,936,639,297,0,0,0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,37709,19626,18083,31024,17366,13658,6685,2260,4425,17085,7641,9444,15284,7169,8115,1801,472,1329,20059,11812,8247,15553,10120,5433,4506,1692,2814,565,173,392,187,77,110,378,96,282
49,Erie County (West Central)--Buffalo City (East) PUMA,44627,21970,22657,33940,18163,15777,10687,3807,6880,9437,4093,5344,8029,3823,4206,1408,270,1138,31061,15122,15939,23617,12754,10863,7444,2368,5076,4129,2755,1374,2294,1586,708,1835,1169,666
50,Wayne & Seneca Counties PUMA,49519,26999,22520,41290,24866,16424,8229,2133,6096,12213,5387,6826,10006,5009,4997,2207,378,1829,34307,19594,14713,28869,17927,10942,5438,1667,3771,2999,2018,981,2415,1930,485,584,88,496
51,Monroe County (South) PUMA,60654,30958,29696,48523,26514,22009,12131,4444,7687,38402,17839,20563,31327,15845,15482,7075,1994,5081,21034,12422,8612,16286,10055,6231,4748,2367,2381,1218,697,521,910,614,296,308,83,225
52,Tompkins County PUMA,33790,15932,17858,27409,13618,13791,6381,2314,4067,20218,8703,11515,16687,7342,9345,3531,1361,2170,12408,6414,5994,9949,5614,4335,2459,800,1659,1164,815,349,773,662,111,391,153,238
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,46059,25463,20596,40563,23573,16990,5496,1890,3606,15321,6405,8916,13300,5518,7782,2021,887,1134,28175,16793,11382,24700,15790,8910,3475,1003,2472,2563,2265,298,2563,2265,298,0,0,0
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",41950,21995,19955,34958,19384,15574,6992,2611,4381,12905,6008,6897,10842,5166,5676,2063,842,1221,26495,14036,12459,22025,12526,9499,4470,1510,2960,2550,1951,599,2091,1692,399,459,259,200
55,NYC-Manhattan Community District 8--Upper East Side PUMA,74889,32506,42383,68734,31715,37019,6155,791,5364,69364,30107,39257,63689,29332,34357,5675,775,4900,5265,2250,3015,4785,2234,2551,480,16,464,260,149,111,260,149,111,0,0,0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",62207,32275,29932,56935,30063,26872,5272,2212,3060,57001,28753,28248,52595,27045,25550,4406,1708,2698,4700,3248,1452,3877,2787,1090,823,461,362,506,274,232,463,231,232,43,43,0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",46236,24453,21783,37937,20173,17764,8299,4280,4019,26664,11233,15431,22848,10252,12596,3816,981,2835,16673,11149,5524,12768,8234,4534,3905,2915,990,2899,2071,828,2321,1687,634,578,384,194
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,35423,16016,19407,29381,14034,15347,6042,1982,4060,16595,5870,10725,14042,4910,9132,2553,960,1593,17673,9327,8346,14455,8533,5922,3218,794,2424,1155,819,336,884,591,293,271,228,43
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",22131,9893,12238,18479,9087,9392,3652,806,2846,7753,3298,4455,6297,3101,3196,1456,197,1259,12371,5782,6589,10354,5173,5181,2017,609,1408,2007,813,1194,1828,813,1015,179,0,179
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,24484,13870,10614,20316,11658,8658,4168,2212,1956,7827,3700,4127,6754,3450,3304,1073,250,823,14099,8116,5983,11351,6450,4901,2748,1666,1082,2558,2054,504,2211,1758,453,347,296,51
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",25767,12287,13480,22118,10988,11130,3649,1299,2350,13100,5769,7331,11033,4567,6466,2067,1202,865,10825,5602,5223,9281,5543,3738,1544,59,1485,1842,916,926,1804,878,926,38,38,0
62,Saratoga County (South & Central) PUMA,45835,23489,22346,40426,21754,18672,5409,1735,3674,24127,11762,12365,20751,10601,10150,3376,1161,2215,20420,11099,9321,18481,10619,7862,1939,480,1459,1288,628,660,1194,534,660,94,94,0
63,Cattaraugus & Allegany Counties PUMA,44361,23150,21211,36003,20257,15746,8358,2893,5465,9899,4361,5538,8700,4138,4562,1199,223,976,31795,16694,15101,25223,14245,10978,6572,2449,4123,2667,2095,572,2080,1874,206,587,221,366
64,Genesee & Orleans Counties PUMA,40220,21465,18755,33249,19308,13941,6971,2157,4814,7978,3060,4918,6744,2759,3985,1234,301,933,30424,16894,13530,25508,15676,9832,4916,1218,3698,1818,1511,307,997,873,124,821,638,183
65,Cayuga & Onondaga (South) Counties PUMA,42683,21294,21389,34285,18986,15299,8398,2308,6090,14150,6169,7981,12059,5783,6276,2091,386,1705,26455,13875,12580,20842,12570,8272,5613,1305,4308,2078,1250,828,1384,633,751,694,617,77
66,Sullivan & Ulster (West) Counties PUMA,36177,17834,18343,28533,15311,13222,7644,2523,5121,11587,5745,5842,9203,4540,4663,2384,1205,1179,22044,10595,11449,17686,9442,8244,4358,1153,3205,2546,1494,1052,1644,1329,315,902,165,737
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",16960,7991,8969,12828,5678,7150,4132,2313,1819,2979,999,1980,2665,919,1746,314,80,234,12050,6472,5578,8558,4565,3993,3492,1907,1585,1931,520,1411,1605,194,1411,326,326,0
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,37258,19076,18182,31726,17894,13832,5532,1182,4350,15053,7139,7914,13213,6827,6386,1840,312,1528,21501,11552,9949,17988,10739,7249,3513,813,2700,704,385,319,525,328,197,179,57,122
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,53537,26562,26975,46754,23556,23198,6783,3006,3777,37700,17047,20653,34771,16070,18701,2929,977,1952,14960,9126,5834,11298,7159,4139,3662,1967,1695,877,389,488,685,327,358,192,62,130
70,Jefferson & Lewis Counties PUMA,50417,28255,22162,42793,26827,15966,7624,1428,6196,12888,6435,6453,11499,5892,5607,1389,543,846,35350,20497,14853,29652,19707,9945,5698,790,4908,2179,1323,856,1642,1228,414,537,95,442
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,33031,17586,15445,29286,16808,12478,3745,778,2967,18045,8475,9570,15578,8068,7510,2467,407,2060,13646,8391,5255,12600,8020,4580,1046,371,675,1340,720,620,1108,720,388,232,0,232
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,28269,11123,17146,23288,9074,14214,4981,2049,2932,9679,3062,6617,8767,2722,6045,912,340,572,17660,7356,10304,13591,5647,7944,4069,1709,2360,930,705,225,930,705,225,0,0,0
73,Orange County (Northeast)--Greater Newburgh City PUMA,38763,18730,20033,32961,17057,15904,5802,1673,4129,13969,5920,8049,12043,5598,6445,1926,322,1604,22808,11807,11001,19177,10584,8593,3631,1223,2408,1986,1003,983,1741,875,866,245,128,117
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",28215,14720,13495,24871,12813,12058,3344,1907,1437,9009,3067,5942,8020,2754,5266,989,313,676,16716,10020,6696,15081,8877,6204,1635,1143,492,2490,1633,857,1770,1182,588,720,451,269
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",44930,19897,25033,38612,17200,21412,6318,2697,3621,12426,3024,9402,10859,2587,8272,1567,437,1130,29484,15167,14317,25086,13145,11941,4398,2022,2376,3020,1706,1314,2667,1468,1199,353,238,115
76,Erie County (Central) PUMA,63826,32194,31632,53699,29875,23824,10127,2319,7808,22113,10587,11526,19835,9944,9891,2278,643,1635,39122,19902,19220,31847,18249,13598,7275,1653,5622,2591,1705,886,2017,1682,335,574,23,551
